dataset,arch,class,n_pred_target,low_support,monitor_drift,pred_mass_drop,b_confidence_shift,b_entropy_shift,b_share_drift,b_raw_score_ks,coverage,undercoverage,failing
nslkdd,xgb,R2L,5,True,,0.0057410992628522005,,,0.0057410992628522005,0.3399072301898596,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1828,False,0.3237204799881471,-0.24920941077612557,0.026731999525712924,0.05571818496040562,0.24920941077612557,0.31650227567320144,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,332,False,0.48163022460211213,0.2220343303736055,0.072959125239486,0.13678855490963857,0.2220343303736055,0.27527221016918246,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,167,False,0.578458862720528,0.020956719631650883,0.11089209513733178,0.2589046139383198,0.020956719631650883,0.28847914001032393,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.006599652008197399,,,0.006599652008197399,0.34573424073385123,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1755,False,0.271890167486407,-0.21806988224898682,0.028330484079403195,0.05862359131323698,0.21806988224898682,0.3292815339496825,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,341,False,0.5144676507724998,0.21805932412474172,0.10666795350587632,0.21242711910723933,0.21805932412474172,0.21805932412474172,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,229,False,0.48000689891342113,-0.005777882405383197,0.09107053807473542,0.21346933769104942,0.005777882405383197,0.19261199683555985,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005417952544024314,,,0.005417952544024314,0.3103365126229528,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1789,False,0.2783335071187965,-0.2329852881515171,0.02467527733121666,0.05210061766306761,0.2329852881515171,0.34253120299334305,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,311,False,0.49757954976449426,0.2308720755641026,0.1032642181400174,0.20872510551807208,0.2308720755641026,0.2308720755641026,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,221,False,0.49850163305161793,-0.0023865695720102775,0.07969563628205645,0.19523468604972744,0.0023865695720102775,0.20992280856697243,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004558478723177102,,,0.004558478723177102,0.3139296213662761,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1787,False,0.29371277024926024,-0.23146915508222188,0.031082961085539762,0.06431797778050705,0.23146915508222188,0.3426298491847902,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,349,False,0.493838958824832,0.21469152358712987,0.09884509548333931,0.20128551106354273,0.21469152358712987,0.21469152358712987,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,188,False,0.5648345491967993,0.011845720123879702,0.10621093438230744,0.25840233815359215,0.011845720123879702,0.19386099319830905,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004561423385608362,,,0.004561423385608362,0.32647204290942644,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1802,False,0.288064007169998,-0.2382329024120069,0.028041842455970856,0.0609890634208418,0.2382329024120069,0.34043554510369367,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,306,False,0.4535932521371904,0.23307433913975675,0.1015968075381376,0.20026021038401826,0.23307433913975675,0.23307433913975675,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,215,False,0.5411828916015494,0.00022812360062279824,0.09348862676615666,0.21865345899656288,0.00022812360062279824,0.20934301356657659,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004559951686023455,,,0.004559951686023455,0.32020352248996264,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1833,False,0.2926857737347594,-0.25119471254362835,0.02864289771152506,0.06071138306263127,0.25119471254362835,0.3413433997851333,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,316,False,0.4325789392390353,0.22884246698335628,0.07996440041711328,0.16057614284228988,0.22884246698335628,0.22884246698335628,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,178,False,0.5589775087951737,0.016133884789402864,0.10446282711368127,0.2557892786827654,0.016133884789402864,0.19932975355331656,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,4,True,,0.006276689251817624,,,0.006276689251817624,0.3208974288442463,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1708,False,0.2550644259884554,-0.19795978894105282,0.020646848425671327,0.042332518235040605,0.19795978894105282,0.3344407102743082,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,357,False,0.5376906318082789,0.21124824411582116,0.12154431053186954,0.21856715579917455,0.21124824411582116,0.21124824411582116,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,261,False,0.5610878771140746,-0.019452969278310653,0.13694724797488134,0.2846106868163112,0.019452969278310653,0.18191995470496583,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.0056881724077659295,,,0.0056881724077659295,0.3247722612600351,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1757,False,0.266591083916793,-0.21930430942720414,0.01921454383585952,0.04195824496618127,0.21930430942720414,0.34082600421325027,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,327,False,0.5088391863711166,0.22405804962948933,0.11709748934841846,0.2122180311843165,0.22405804962948933,0.22405804962948933,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,237,False,0.5498846179841459,-0.009200595506623582,0.12791547310077922,0.2650637889265257,0.009200595506623582,0.18248207415120546,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004399698157918289,,,0.004399698157918289,0.32837365541936925,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1744,False,0.2793148503272389,-0.21308297387555852,0.02215626016195338,0.045708496537251515,0.21308297387555852,0.34264065243651454,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,364,False,0.5026977742664017,0.20831220344393142,0.11254985948835816,0.20363967227654034,0.20831220344393142,0.20831220344393142,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,218,False,0.6411416454978691,-0.0009658470176034939,0.1709646385378063,0.3513105351151366,0.0009658470176034939,0.17678155153214614,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005689092220006496,,,0.005689092220006496,0.33961306383668677,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1777,False,0.2710901726156025,-0.22756081854208243,0.023263431101809506,0.050018049974691704,0.22756081854208243,0.3417337175673155,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,314,False,0.46348380352376856,0.2296952625628396,0.11019601833407389,0.19994545490361762,0.2296952625628396,0.2296952625628396,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,234,False,0.5873183516204111,-0.007869957695299065,0.1338586934993118,0.2809828565994558,0.007869957695299065,0.17429787452016732,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.0056881724077659295,,,0.0056881724077659295,0.322627259115033,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1802,False,0.2878292176459164,-0.23795432893559276,0.022136710368646395,0.04794688400026138,0.23795432893559276,0.34264065243651454,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,333,False,0.43941196098058843,0.22160551390705321,0.09729224686596971,0.1732789157944947,0.22160551390705321,0.22160551390705321,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,192,False,0.6028675629290617,0.010183381112756712,0.15328145039734564,0.3204728104300056,0.010183381112756712,0.1737798362662799,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.006546725153111128,,,0.006546725153111128,0.3306079180390882,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1700,False,0.25813392644002076,-0.19458071236413566,0.018959031572776452,0.040425403741538184,0.19458071236413566,0.3201943267043299,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,352,False,0.5346425859906252,0.2133932462608233,0.1268369129383935,0.23292229064237255,0.2133932462608233,0.2133932462608233,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,274,False,0.5705874492642269,-0.02502997485531623,0.11618027450432289,0.2740299279798109,0.02502997485531623,0.1928946820976037,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,4,True,,0.006170099691852629,,,0.006170099691852629,0.3178691552778565,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1749,False,0.23677641165067842,-0.21592375988744072,0.016902868057993792,0.035049383997177934,0.21592375988744072,0.3260884873413955,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,320,False,0.4987018881626724,0.2270623414749829,0.121337367792275,0.22415238168070648,0.2270623414749829,0.2270623414749829,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,253,False,0.567557728312877,-0.016067548296323148,0.1070094426041065,0.25453765612406515,0.016067548296323148,0.16726844273745872,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,7,True,,0.004881809562360783,,,0.004881809562360783,0.293998503510209,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1734,False,0.27898744431776007,-0.20884773606512164,0.022686181736899957,0.047943502551557944,0.20884773606512164,0.3326385208369307,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,354,False,0.48352227268810855,0.21260036810945457,0.1110529192130687,0.2067415854639066,0.21260036810945457,0.21260036810945457,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,238,False,0.6566640386131569,-0.009542176348649803,0.14072976778861945,0.33361418170139623,0.009542176348649803,0.19234113909123046,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005313202608540452,,,0.005313202608540452,0.33271418899081473,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1760,False,0.24599488900686567,-0.22032073810416142,0.020621285442503856,0.043925131022520304,0.22032073810416142,0.328880188994511,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,309,False,0.452511792203397,0.23184026470784175,0.11380023507848802,0.2098237374454668,0.23184026470784175,0.23184026470784175,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,255,False,0.610445551218199,-0.01687896670430808,0.11746932098170382,0.2781320457101339,0.01687896670430808,0.17702166622458781,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,7,True,,0.004883098404851342,,,0.004883098404851342,0.29341613082483203,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1788,False,0.25563491341199074,-0.2320038252589467,0.01882506475706791,0.039900398153715315,0.2320038252589467,0.3364978690359015,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,326,False,0.4279196795737154,0.22460722917291942,0.09925996021864525,0.18235789495837498,0.22460722917291942,0.22460722917291942,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,212,False,0.6231920037994905,0.001607051781710403,0.1329732016279035,0.3153328224336591,0.001607051781710403,0.16361043583222534,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,4,True,,0.0061708355416450825,,,0.0061708355416450825,0.2945495234676586,0.02981848141104289,0.920181518588957,1
ugr16,mlp,background,221707,False,0.06983405653396818,-0.012817500000000037,0.019194021219473667,0.0384293118357624,0.012817500000000037,0.03459916666666668,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50192,False,0.01998335166058176,-9.666666666666157e-05,0.0014274549657009583,0.003983195887075401,9.666666666666157e-05,0.03226499999999999,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26695,False,0.028565991303960425,0.013295833333333326,0.0040738777715921826,0.006856730866493382,0.013295833333333326,0.05051333333333341,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,40499,False,0.1223485776592026,0.013152499999999998,0.00881035495531346,0.003220938553808228,0.013152499999999998,0.029588333333333328,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,60907,False,0.1509108146516253,-0.01353416666666668,0.0063014187466443605,0.008770909069925503,0.01353416666666668,0.019890833333333358,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,221765,False,0.06995177616770687,-0.013512499999999927,0.018689651220630932,0.037907367525749275,0.013512499999999927,0.03435333333333332,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50244,False,0.010149196006423264,-0.00020999999999998797,0.0007493545770178578,0.00039899893407129017,0.00020999999999998797,0.006709166666666655,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26669,False,0.030073443759314644,0.014127500000000001,0.004039605318799211,0.00981632831462309,0.014127500000000001,0.04870916666666669,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,46894,False,0.15500594532160866,0.03344833333333333,0.02810813762980069,0.019154596032220028,0.03344833333333333,0.03992583333333333,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,54428,False,0.09018664933385268,-0.03385333333333333,0.01828746122495628,0.052358799711360815,0.03385333333333333,0.03802083333333332,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,221568,False,0.06837064602085013,-0.01428666666666667,0.01839917297594673,0.03737580334210658,0.01428666666666667,0.03317833333333331,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50176,False,0.019045631275768055,-0.0001233333333333364,0.0006503788158722656,0.00274343830812996,0.0001233333333333364,0.029604999999999992,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26739,False,0.043492790685006,0.014919166666666664,0.012420842668165455,0.01957861710693351,0.014919166666666664,0.05457000000000001,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,55546,False,0.14224368834653234,0.028751666666666675,0.017464413009306567,0.00086990177605617,0.028751666666666675,0.03936166666666667,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,45971,False,0.13197079414047785,-0.029260833333333333,0.021008772584495627,0.06636318052196927,0.029260833333333333,0.030560833333333336,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222159,False,0.06503088108803379,-0.013997499999999996,0.01764058825609005,0.03587175628281292,0.013997499999999996,0.031929166666666675,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50201,False,0.01880797174083587,-0.0001691666666666647,0.00027571885119215267,0.0007695585598880023,0.0001691666666666647,0.005560000000000009,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26563,False,0.07553633427515694,0.014125833333333337,0.004081130655051113,0.009773724480491464,0.014125833333333337,0.04653833333333335,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,43804,False,0.2660136983894902,0.026073333333333337,0.04440585366092775,0.038139824923940524,0.026073333333333337,0.042592500000000005,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,57273,False,0.11431675945741643,-0.026032499999999986,0.009344474483652832,0.036571257229231435,0.026032499999999986,0.033389166666666664,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222180,False,0.06795281444714868,-0.012333333333333307,0.019070205244055893,0.038019393511388805,0.012333333333333307,0.033747499999999986,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50177,False,0.01566205234322017,-0.00017583333333334727,0.0013205534865778912,0.0027923021229402656,0.00017583333333334727,0.004476666666666684,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26275,False,0.03384549355185407,0.01301250000000001,0.0022439082438310276,0.005353377335561002,0.01301250000000001,0.04663250000000002,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,40035,False,0.10848697045257816,0.012045833333333339,0.018961579440929355,0.04098266394599592,0.012045833333333339,0.024977499999999986,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,61333,False,0.13292873457068682,-0.012549166666666667,0.02602292726661115,0.026820530216088934,0.012549166666666667,0.020459166666666695,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222032,False,0.06799295907366792,-0.012880000000000003,0.01884277053275618,0.037795019060407664,0.012880000000000003,0.03384083333333332,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50187,False,0.01753165729661689,-0.00015083333333335003,0.0008942970335815703,0.003464020664611593,0.00015083333333335003,0.016994166666666644,0.9503233333333333,-0.00032333333333334213,0
ugr16,mlp,nerisbotnet,26351,False,0.03155975332287664,0.013539166666666658,0.0011244805831467364,0.004222719288261095,0.013539166666666658,0.04751749999999999,0.9472833333333334,0.0027166666666665895,0
ugr16,mlp,scan11,48508,False,0.11933470096003435,0.03423,0.02714681286830356,0.010245143421382163,0.03423,0.04059416666666668,0.5350233333333333,0.41497666666666666,1
ugr16,mlp,scan44,52922,False,0.11691970960814924,-0.03473833333333334,0.009888176598615517,0.007812189429528049,0.03473833333333334,0.03845666666666667,0.7990233333333333,0.15097666666666665,1
ugr16,mlp,background,222109,False,0.06627616082350177,-0.013155833333333256,0.017983679512458273,0.036438533827441444,0.013155833333333256,0.032855833333333334,0.9491499999999999,0.0008500000000000174,0
ugr16,mlp,dos,50205,False,0.018851935786678875,-0.0001791666666666747,0.00031249596748150754,0.0015224762655649433,0.0001791666666666747,0.0023499999999999997,0.9503233333333333,-0.00032333333333334213,0
