dataset,arch,class,n_pred_target,low_support,monitor_drift,pred_mass_drop,b_confidence_shift,b_entropy_shift,b_share_drift,b_raw_score_ks,coverage,undercoverage,failing
nslkdd,rf,Probe,203,False,0.47582266009852214,0.005534909313886768,0.12363677182573407,0.2467945821244518,0.005534909313886768,0.20765064842549757,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,5,True,,0.0057410992628522005,,,0.0057410992628522005,0.27928861129877325,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1943,False,0.33132547246087846,-0.2985233044296418,0.04140994991001823,0.09594557392800657,0.2985233044296418,0.35806615257713836,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,213,False,0.26499125471784957,0.27306348989333107,0.05262632999627748,0.09880370595829657,0.27306348989333107,0.2732222704585899,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,171,False,0.6098646616541353,0.01929438062052788,0.13691913523012733,0.2952518325824247,0.01929438062052788,0.20794811570409694,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,4,True,,0.0061708355416450825,,,0.0061708355416450825,0.2920208362951492,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1868,False,0.35089630855812254,-0.2668644918565529,0.05247651053258262,0.11062427743816983,0.2668644918565529,0.3431124723598524,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,230,False,0.3389776801494723,0.26589007916413443,0.10817091662730371,0.1781662002239885,0.26589007916413443,0.26594300601922066,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,230,False,0.5386904317995377,-0.00610102912421108,0.14351281376971048,0.2731576875113094,0.00610102912421108,0.25327039601412427,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,3,True,,0.0067049538310256,,,0.0067049538310256,0.3465557832023377,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1879,False,0.30884725517536055,-0.2719294587240948,0.04191488554278466,0.0889882052175752,0.2719294587240948,0.34456650179837733,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,218,False,0.3441232724909163,0.27099794607457645,0.10422568617272876,0.17637870073868675,0.27099794607457645,0.2710508729296627,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,224,False,0.5628752144082333,-0.0035682695099064077,0.13341426219963703,0.2595087600339555,0.0035682695099064077,0.26412613219174885,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,8,True,,0.004558478723177102,,,0.004558478723177102,0.32740965976436875,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1882,False,0.3630621670120431,-0.2725242805352095,0.053475939559041286,0.11553015797486317,0.2725242805352095,0.3588179318000705,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,241,False,0.34819651471559177,0.26121540939512505,0.1064284868731663,0.17219020095927445,0.26121540939512505,0.2612683362502113,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,202,False,0.6423925411409066,0.005948143302319839,0.20021236268736264,0.3700030144400809,0.005948143302319839,0.26472242633407905,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,7,True,,0.004990239852160678,,,0.004990239852160678,0.36611430276085727,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1900,False,0.3284405438787582,-0.2805925055845666,0.04574981989385496,0.0989439480662474,0.2805925055845666,0.34804877008751256,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,212,False,0.2926692306006618,0.27361208688614214,0.08699238336210624,0.14787647038620036,0.27361208688614214,0.2736650137412284,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,214,False,0.5719289527259903,0.0007629777397957782,0.15054720668799526,0.2774940789018096,0.0007629777397957782,0.2790104217541499,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,5,True,,0.005846952973024742,,,0.005846952973024742,0.3371177737643282,0.02981848141104289,0.920181518588957,1
nslkdd,rf,Normal,1911,False,0.3317041975183517,-0.28495995806522667,0.046849021534464574,0.10081535347563893,0.28495995806522667,0.3624601709528341,0.9268402777777777,0.02315972222222229,0
nslkdd,rf,DoS,234,False,0.3459267697072575,0.26421712466099123,0.09426173417424566,0.16736201490434155,0.26421712466099123,0.2642700515160775,0.39876378933089374,0.5512362106691062,1
nslkdd,rf,Probe,183,False,0.6521853236978508,0.014095656166813839,0.1729722264811061,0.3426866827268679,0.014095656166813839,0.2895937813941134,0.6278059099362795,0.32219409006372046,1
nslkdd,rf,R2L,3,True,,0.00670550571836994,,,0.00670550571836994,0.33566833363564286,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1765,False,0.2772307555128354,-0.22246574024916355,0.028127439951063038,0.0599057435965115,0.22246574024916355,0.3427255000770403,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,347,False,0.5408001774730599,0.21553824840582544,0.1250103732466935,0.22869220566250886,0.21553824840582544,0.21553824840582544,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,214,False,0.4822969600786564,0.0007629777397957782,0.08348368383637839,0.20180306766352837,0.0007629777397957782,0.24423754607940062,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.0057410992628522005,,,0.0057410992628522005,0.31169108590512207,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1794,False,0.285619490485458,-0.23523706460847071,0.024760498682545484,0.0553266221929886,0.23523706460847071,0.34605799420394145,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,317,False,0.5117085787463719,0.22834989512305157,0.12138564191847678,0.2234066413993246,0.22834989512305157,0.22834989512305157,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,210,False,0.5049252634158294,0.002440314181080719,0.08290754155202074,0.2019228283894169,0.002440314181080719,0.25256586213303855,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.00445262501300456,,,0.00445262501300456,0.32044416761957717,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1803,False,0.3033370811973336,-0.2384360722572314,0.030984924591553664,0.06637639342998274,0.2384360722572314,0.3500633942073872,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,353,False,0.5033082963539,0.2130291845760069,0.11335857494700541,0.21139653718663856,0.2130291845760069,0.2130291845760069,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,170,False,0.5500924898261191,0.01967027023199394,0.10571036393152566,0.26229047661839455,0.01967027023199394,0.24749441726080013,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005313202608540452,,,0.005313202608540452,0.33296266378047357,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1825,False,0.30416078772207905,-0.2482057659891893,0.029813609065487356,0.06705663027038915,0.2482057659891893,0.34744450479604505,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,305,False,0.46372846649285093,0.23355626642384344,0.1118081616999409,0.20808091727616995,0.23355626642384344,0.23355626642384344,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,195,False,0.5149492017416546,0.00891398589080393,0.08489721612019707,0.20757051905266372,0.00891398589080393,0.25367555551741006,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005312098833851772,,,0.005312098833851772,0.32370309791713414,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1837,False,0.30672273729739913,-0.2530158321200101,0.0279375795773128,0.06248974032321669,0.2530158321200101,0.3517786600735965,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,323,False,0.4613843978137064,0.22589367857257636,0.09921714644983759,0.17986921197830388,0.22589367857257636,0.22589367857257636,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,168,False,0.5809748427672956,0.02052790316509856,0.10626157631644684,0.25610443268717503,0.02052790316509856,0.25178258192632325,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.006599652008197399,,,0.006599652008197399,0.33382029671357816,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1818,False,0.27476581024419483,-0.2450439824209275,0.027620884562237324,0.05343284189390274,0.2450439824209275,0.327111260423423,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,283,False,0.4226688481735869,0.24288842215168033,0.10235150475214538,0.20394035609588335,0.24288842215168033,0.24288842215168033,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,225,False,0.49513602847698956,-0.004008953834295212,0.1557324749511706,0.2704089541341763,0.004008953834295212,0.18693656229381855,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.0057410992628522005,,,0.0057410992628522005,0.3088851451823824,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1843,False,0.28676076991379174,-0.25610832696166685,0.02633893932503162,0.05413943773904293,0.25610832696166685,0.3279110792489929,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,261,False,0.3900408747633544,0.25227837617682747,0.08966101581671015,0.17411572170184955,0.25227837617682747,0.25227837617682747,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,217,False,0.5100259414314187,-0.0006169045194991118,0.15529952890888366,0.266665231660588,0.0006169045194991118,0.19908279804520457,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.00445262501300456,,,0.00445262501300456,0.3124775174442826,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1854,False,0.30315505693585426,-0.26014693148614076,0.03158854882028106,0.0605586941715877,0.26014693148614076,0.34089188741159715,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,294,False,0.3924981295729101,0.23822350239242093,0.0910153847741495,0.18527599067967968,0.23822350239242093,0.23822350239242093,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,178,False,0.5729887126218086,0.016186811644489138,0.19567035128760535,0.33658978551660845,0.016186811644489138,0.1999950613706403,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005313202608540452,,,0.005313202608540452,0.33102484185038095,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1858,False,0.2884206741159426,-0.26220399958094465,0.029669101360554895,0.0609435117789959,0.26220399958094465,0.3352622685744311,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,255,False,0.35235775553865306,0.25490043416369235,0.0894992353208226,0.1764721578632181,0.25490043416369235,0.25490043416369235,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,212,False,0.5558697810975347,0.0015680517427103663,0.16792822605151192,0.287031276202046,0.0015680517427103663,0.20313272488566234,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005312098833851772,,,0.005312098833851772,0.31274614904338627,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1871,False,0.2941491488987444,-0.26743681141753006,0.02301004214031821,0.050042118753837954,0.26743681141753006,0.3421783368112541,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,274,False,0.34558804035330887,0.24679983172346726,0.07750119033102532,0.16135284987061171,0.24679983172346726,0.24679983172346726,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,182,False,0.5816317549727161,0.014471545778279873,0.20293308023678958,0.34793026562151175,0.014471545778279873,0.18680760461769108,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.006599652008197399,,,0.006599652008197399,0.313443366721736,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1821,False,0.3050408406003049,-0.24627805685284254,0.041246713032910054,0.08153871376712044,0.24627805685284254,0.3442909633763873,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,327,False,0.5137827941997768,0.22401240327566144,0.07417463950212921,0.18461522357002935,0.22401240327566144,0.22401240327566144,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,178,False,0.3780574082053987,0.016101139473638684,0.06223030992392664,0.13128876464929917,0.016101139473638684,0.17505240576056713,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.32679172390191763,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1850,False,0.29340660339769864,-0.2590596919520741,0.034366795941984773,0.06831679157671418,0.2590596919520741,0.35153830882115766,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,295,False,0.4823724381120767,0.23768610149871588,0.0664693024115226,0.16499181323077527,0.23768610149871588,0.23768610149871588,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,176,False,0.4224905032002914,0.016926735149019767,0.056340666000367357,0.12330257107486634,0.016926735149019767,0.1820038697935762,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004505551868090831,,,0.004505551868090831,0.3213787695619246,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1852,False,0.3249219848698836,-0.2592363716979498,0.04473903310290572,0.08793777958726376,0.2592363716979498,0.3529160427561837,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,330,False,0.4731010526593848,0.22278610959653758,0.06431243952711474,0.16546105340257267,0.22278610959653758,0.22278610959653758,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,143,False,0.4784345591443474,0.031142461118733908,0.09563353123127116,0.1978345736576071,0.031142461118733908,0.17711204932964464,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,7,True,,0.004937312997074407,,,0.004937312997074407,0.34334926404436344,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1869,False,0.3046327251856182,-0.26687007744486313,0.03985070094292631,0.07946097435314618,0.26687007744486313,0.3511549702403942,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,286,False,0.43839946193571067,0.24160142086467903,0.06275413149816222,0.15984087711674957,0.24160142086467903,0.24160142086467903,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,168,False,0.44413552484531305,0.02039114376364297,0.06915516447056858,0.14390406310680184,0.02039114376364297,0.18491941562757697,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004507024830937184,,,0.004507024830937184,0.3225017196119133,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1879,False,0.3082091867154496,-0.27081441629486236,0.035594476961786636,0.07175972932010824,0.27081441629486236,0.35506012508894524,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,306,False,0.4320234849714984,0.23307770479379314,0.05408250098830214,0.13856483733643943,0.23307770479379314,0.23307770479379314,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,142,False,0.5031563162604706,0.031571277585286224,0.09942245438708297,0.20653388343688134,0.031571277585286224,0.20198340438967888,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,4,True,,0.006223762396731353,,,0.006223762396731353,0.3240525230495092,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1750,False,0.2747333889509481,-0.21603073381415705,0.02192486941551286,0.04626187243199314,0.21603073381415705,0.3096810233996642,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,338,False,0.5318859614439108,0.219346325411743,0.11461111118946754,0.21108286729543602,0.219346325411743,0.2193992522668293,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,236,False,0.5219039677306753,-0.008727958553299928,0.12880255189569556,0.25522524189922835,0.008727958553299928,0.19326278599063612,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.31708349460016655,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1796,False,0.2506573164997409,-0.23609543370718322,0.01898264004461725,0.04011255052674411,0.23609543370718322,0.31905698427777107,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,301,False,0.46923483796988924,0.23516392105766484,0.102586874542266,0.19158204348302432,0.23516392105766484,0.23521684791275113,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,224,False,0.5343555900621118,-0.003621196364992682,0.11125474912609168,0.23364620953053708,0.003621196364992682,0.18309234577727745,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,7,True,,0.004934736417447054,,,0.004934736417447054,0.2983615844619474,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1797,False,0.30068298748819267,-0.23586317345791752,0.027718622858107334,0.05755640166671088,0.23586317345791752,0.324755642247868,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,335,False,0.4919848751593572,0.22069495411886228,0.09599140452622901,0.1815002298522824,0.22069495411886228,0.22074788097394857,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,195,False,0.5975884527371942,0.00889693171309977,0.14758980554859513,0.3093721143042648,0.00889693171309977,0.1922752755691634,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794945930179038,,,0.005794945930179038,0.33578934821168055,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1811,False,0.2616750944017645,-0.24219975998318322,0.025134783842432395,0.05250879524881352,0.24219975998318322,0.31911903283767373,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,292,False,0.4464113728080998,0.23908034514576273,0.09078050434931462,0.16926104362394495,0.23908034514576273,0.23913327200084902,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,223,False,0.5727724702671085,-0.0031509529762943495,0.13555139590034604,0.26609140127789316,0.0031509529762943495,0.1842537769816271,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.30163947915615114,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1819,False,0.2635875224059695,-0.24529713572206846,0.019861884208800862,0.04227550445008274,0.24529713572206846,0.32689972458062955,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,311,False,0.4537452053412452,0.23098654931611787,0.07820483368210362,0.147328526853702,0.23098654931611787,0.23103947617120416,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,195,False,0.6181012732500147,0.00889693171309977,0.16001055276758303,0.3212095753067919,0.00889693171309977,0.17340735104086152,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,4,True,,0.006223762396731353,,,0.006223762396731353,0.3014840308874953,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1819,False,0.27273235753333014,-0.24557883656010038,0.030165958901082313,0.06487165915448631,0.24557883656010038,0.32727004098868184,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,328,False,0.49084967320261436,0.22368925655683358,0.13109410924272724,0.2483567138545084,0.22368925655683358,0.22368925655683358,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,182,False,0.34445017225337593,0.014438064612723234,0.06088279667759955,0.14516945010082533,0.014438064612723234,0.23138531172827775,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,2,True,,0.007028100549853487,,,0.007028100549853487,0.30200969467403255,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1844,False,0.2761095882646936,-0.2566433652211956,0.025436308659992468,0.05851617388246218,0.2566433652211956,0.33064496711038904,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,296,False,0.46044426779720893,0.23736277065953224,0.11388034560429028,0.2175987543576555,0.23736277065953224,0.23736277065953224,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,183,False,0.40251778769804053,0.013975370158612471,0.06134970079047175,0.14697115765947916,0.013975370158612471,0.23668171788305303,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,7,True,,0.004881809562360783,,,0.004881809562360783,0.30602443903212456,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1856,False,0.2974658380429738,-0.2611104181294178,0.03200440812222516,0.06959918221946167,0.2611104181294178,0.3393354021106467,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,333,False,0.4563151386680798,0.22160551390705321,0.11963924240997192,0.23225428709217913,0.22160551390705321,0.22160551390705321,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,138,False,0.4128527841342487,0.03333947030658176,0.07703917338864474,0.1868857910563077,0.03333947030658176,0.2338121443437896,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005742019075092767,,,0.005742019075092767,0.32115448268674507,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1869,False,0.29034938723948306,-0.2670288580101219,0.030466515200451516,0.0693531700985602,0.2670288580101219,0.33456304828168915,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,292,False,0.42578118005192944,0.23913327200084902,0.11905965086967796,0.224261433885432,0.23913327200084902,0.23913327200084902,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,164,False,0.4159457498465145,0.022160072334730954,0.05684280214202175,0.13749334971551916,0.022160072334730954,0.23996532030828632,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005312098833851772,,,0.005312098833851772,0.30973170239604025,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1877,False,0.29163355339946706,-0.2701155639270164,0.026276678578618706,0.061001196708567566,0.2701155639270164,0.3419083009099606,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,307,False,0.40778778395180004,0.23275474203741342,0.10373315894612956,0.20064925845981435,0.23275474203741342,0.23275474203741342,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,144,False,0.4361015764047801,0.030766571507267866,0.0886587526155751,0.20938338638150722,0.030766571507267866,0.22995279614481878,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.006599652008197399,,,0.006599652008197399,0.3104340710229372,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1739,False,0.284331855761931,-0.21115294852989364,0.02537008915664174,0.053644121371693027,0.21115294852989364,0.3129013194113226,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,374,False,0.5724858035880077,0.20384938311264128,0.06856173677881927,0.1361463991645059,0.20384938311264128,0.20384938311264128,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,213,False,0.44752688518602074,0.001139051313709935,0.1192864360164978,0.225999539983471,0.001139051313709935,0.2646579801232072,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.34337247468400217,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1773,False,0.28049304557254295,-0.2260654085067313,0.01861950550891711,0.04146091239099756,0.2260654085067313,0.3179869077587135,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,338,False,0.5313030044866566,0.2192311658763983,0.06482856367036904,0.12904215157190638,0.2192311658763983,0.2192311658763983,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,210,False,0.4883404162580364,0.0023873873259944445,0.12819103719531622,0.23901851223587867,0.0023873873259944445,0.2583815013145395,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.004505551868090831,,,0.004505551868090831,0.3409730182072925,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1769,False,0.3009517430667374,-0.22369753182919394,0.026232561182642944,0.05702845098626209,0.22369753182919394,0.3258303842271799,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,384,False,0.5390076395951379,0.19963002040271252,0.06793059035452365,0.13165259922322237,0.19963002040271252,0.19963002040271252,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,173,False,0.5419934921495748,0.018330893977250712,0.1593108904304802,0.30058397374752355,0.018330893977250712,0.26567742470814426,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005366129463626723,,,0.005366129463626723,0.3599208167040423,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1798,False,0.29032599275268367,-0.23646397384091888,0.025163426253864918,0.05560395555623493,0.23646397384091888,0.32319732970733295,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,327,False,0.503743878127248,0.22401240327566144,0.06331191509876866,0.12670773722325776,0.22401240327566144,0.22401240327566144,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,201,False,0.5112224916606897,0.006287056461715082,0.1349070073592309,0.2479947841026439,0.006287056461715082,0.26079697626220333,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.005794026117938471,,,0.005794026117938471,0.341227472539,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1809,False,0.2990550578462001,-0.24085019049128653,0.021455658367293018,0.04827396374602626,0.24085019049128653,0.32711683362683686,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,352,False,0.4955923190205117,0.21335214733238664,0.06602148207237213,0.12652303559908123,0.21335214733238664,0.21335214733238664,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,167,False,0.5351094150372026,0.02090379277656461,0.1565398136733317,0.294451101248287,0.02090379277656461,0.25334760088829966,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,3,True,,0.0066525788632836695,,,0.0066525788632836695,0.3492004050402344,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1769,False,0.31059787118816,-0.22423466882025156,0.031139889610422244,0.06209898349596873,0.22423466882025156,0.29670515681947884,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,349,False,0.5435282464890869,0.21468024754782458,0.08440111531623462,0.16138742271871231,0.21468024754782458,0.25053257222199743,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,206,False,0.47140113351873747,0.004194981171799214,0.08139554008991978,0.1879295116553036,0.004194981171799214,0.25817427008281246,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,5,True,,0.0057410992628522005,,,0.0057410992628522005,0.331327221609851,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1797,False,0.3072747017703784,-0.23657754511162565,0.025160564588465828,0.0524746148342687,0.23657754511162565,0.3056464095375555,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,322,False,0.5280269917951077,0.22620397237627043,0.08577276991232141,0.1665652554697779,0.22620397237627043,0.25495624789030824,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,201,False,0.49403070411237127,0.006302975125286728,0.08188555579679158,0.18374742880019368,0.006302975125286728,0.26818673503089974,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,8,True,,0.00445262501300456,,,0.00445262501300456,0.3345044024694353,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1792,False,0.3183037481969624,-0.23377201798024216,0.032028557591509355,0.06668394362840813,0.23377201798024216,0.3113564780745737,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,362,False,0.5264735974193238,0.20916983637703604,0.08098276617227718,0.15794758248172372,0.20916983637703604,0.2594060009067468,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,172,False,0.5547156514686133,0.01881263729888931,0.11313790204091256,0.2605900417497596,0.01881263729888931,0.2717552978147836,0.6278059099362795,0.32219409006372046,1
nslkdd,xgb,R2L,6,True,,0.005313202608540452,,,0.005313202608540452,0.3444477913341943,0.02981848141104289,0.920181518588957,1
nslkdd,xgb,Normal,1821,False,0.3245907667111226,-0.24654269112827387,0.030425162594253874,0.06417134092257164,0.24654269112827387,0.31214917226349426,0.9268402777777777,0.02315972222222229,0
nslkdd,xgb,DoS,312,False,0.48503016591251885,0.23055326342084045,0.08131265262048482,0.15565441976328181,0.23055326342084045,0.26774551623710086,0.39876378933089374,0.5512362106691062,1
nslkdd,xgb,Probe,193,False,0.51609654073238,0.009771986748804792,0.08780858928263002,0.20110777258031556,0.009771986748804792,0.26418027608881856,0.6278059099362795,0.32219409006372046,1
