dataset,environment,seed,arch,protocol,class,alpha,coverage,set_size,nominal
ugr16,july_to_august,7,mlp,REC,nerisbotnet,0.1,0.9019,1.4135,0.9
ugr16,july_to_august,7,mlp,REC,scan11,0.1,0.9003,1.779,0.9
ugr16,july_to_august,7,mlp,REC,scan44,0.1,0.9005,1.6358,0.9
ugr16,july_to_august,7,mlp,REC,background,0.2,0.8,0.915,0.8
ugr16,july_to_august,7,mlp,REC,dos,0.2,0.8003,0.8003,0.8
ugr16,july_to_august,7,mlp,REC,nerisbotnet,0.2,0.8009,1.285,0.8
ugr16,july_to_august,7,mlp,REC,scan11,0.2,0.8003,1.478,0.8
ugr16,july_to_august,7,mlp,REC,scan44,0.2,0.8004,1.4515,0.8
ugr16,july_to_august,7,mlp,TSC,background,0.05,0.9505,1.1409,0.95
ugr16,july_to_august,7,mlp,TSC,dos,0.05,0.9489,0.9519,0.95
ugr16,july_to_august,7,mlp,TSC,nerisbotnet,0.05,0.9509,1.4799,0.95
ugr16,july_to_august,7,mlp,TSC,scan11,0.05,0.9507,1.9166,0.95
ugr16,july_to_august,7,mlp,TSC,scan44,0.05,0.952,1.7448,0.95
ugr16,july_to_august,7,mlp,TSC,background,0.1,0.9007,1.0455,0.9
ugr16,july_to_august,7,mlp,TSC,dos,0.1,0.9004,0.9004,0.9
ugr16,july_to_august,7,mlp,TSC,nerisbotnet,0.1,0.9022,1.4137,0.9
ugr16,july_to_august,7,mlp,TSC,scan11,0.1,0.9016,1.7806,0.9
ugr16,july_to_august,7,mlp,TSC,scan44,0.1,0.9007,1.6363,0.9
ugr16,july_to_august,7,mlp,TSC,background,0.2,0.8002,0.9149,0.8
ugr16,july_to_august,7,mlp,TSC,dos,0.2,0.8009,0.8009,0.8
ugr16,july_to_august,7,mlp,TSC,nerisbotnet,0.2,0.799,1.2833,0.8
ugr16,july_to_august,7,mlp,TSC,scan11,0.2,0.8023,1.4853,0.8
ugr16,july_to_august,7,mlp,TSC,scan44,0.2,0.8039,1.4565,0.8
ugr16,july_to_august,7,mlp,SHC,background,0.05,0.9433,1.1231,0.95
ugr16,july_to_august,7,mlp,SHC,dos,0.05,0.9516,0.9541,0.95
ugr16,july_to_august,7,mlp,SHC,nerisbotnet,0.05,0.944,1.4701,0.95
ugr16,july_to_august,7,mlp,SHC,scan11,0.05,0.7507,1.5761,0.95
ugr16,july_to_august,7,mlp,SHC,scan44,0.05,0.8746,1.5318,0.95
ugr16,july_to_august,7,mlp,SHC,background,0.1,0.8899,1.028,0.9
ugr16,july_to_august,7,mlp,SHC,dos,0.1,0.9038,0.9038,0.9
ugr16,july_to_august,7,mlp,SHC,nerisbotnet,0.1,0.8878,1.3951,0.9
ugr16,july_to_august,7,mlp,SHC,scan11,0.1,0.6927,1.3813,0.9
ugr16,july_to_august,7,mlp,SHC,scan44,0.1,0.8072,1.3905,0.9
ugr16,july_to_august,7,mlp,SHC,background,0.2,0.7783,0.8836,0.8
ugr16,july_to_august,7,mlp,SHC,dos,0.2,0.8025,0.8025,0.8
ugr16,july_to_august,7,mlp,SHC,nerisbotnet,0.2,0.771,1.2529,0.8
ugr16,july_to_august,7,mlp,SHC,scan11,0.2,0.5945,1.1876,0.8
ugr16,july_to_august,7,mlp,SHC,scan44,0.2,0.7123,1.1886,0.8
ugr16,july_to_august,88,mlp,REC,background,0.05,0.951,1.1414,0.95
ugr16,july_to_august,88,mlp,REC,dos,0.05,0.9498,0.9544,0.95
ugr16,july_to_august,88,mlp,REC,nerisbotnet,0.05,0.9502,1.4881,0.95
ugr16,july_to_august,88,mlp,REC,scan11,0.05,0.9501,1.8763,0.95
ugr16,july_to_august,88,mlp,REC,scan44,0.05,0.9516,1.7186,0.95
ugr16,july_to_august,88,mlp,REC,background,0.1,0.9012,1.0611,0.9
ugr16,july_to_august,88,mlp,REC,dos,0.1,0.8992,0.9019,0.9
ugr16,july_to_august,88,mlp,REC,nerisbotnet,0.1,0.901,1.4197,0.9
ugr16,july_to_august,88,mlp,REC,scan11,0.1,0.8988,1.7543,0.9
ugr16,july_to_august,88,mlp,REC,scan44,0.1,0.8995,1.6168,0.9
ugr16,july_to_august,88,mlp,REC,background,0.2,0.8003,0.9199,0.8
ugr16,july_to_august,88,mlp,REC,dos,0.2,0.7989,0.7989,0.8
ugr16,july_to_august,88,mlp,REC,nerisbotnet,0.2,0.7996,1.2909,0.8
ugr16,july_to_august,88,mlp,REC,scan11,0.2,0.7997,1.5071,0.8
ugr16,july_to_august,88,mlp,REC,scan44,0.2,0.7995,1.4463,0.8
ugr16,july_to_august,88,mlp,TSC,background,0.05,0.9504,1.1403,0.95
ugr16,july_to_august,88,mlp,TSC,dos,0.05,0.9514,0.9559,0.95
ugr16,july_to_august,88,mlp,TSC,nerisbotnet,0.05,0.9493,1.487,0.95
ugr16,july_to_august,88,mlp,TSC,scan11,0.05,0.9513,1.879,0.95
ugr16,july_to_august,88,mlp,TSC,scan44,0.05,0.9531,1.7215,0.95
ugr16,july_to_august,88,mlp,TSC,background,0.1,0.9001,1.0602,0.9
ugr16,july_to_august,88,mlp,TSC,dos,0.1,0.9025,0.9052,0.9
ugr16,july_to_august,88,mlp,TSC,nerisbotnet,0.1,0.901,1.4192,0.9
ugr16,july_to_august,88,mlp,TSC,scan11,0.1,0.9018,1.7621,0.9
ugr16,july_to_august,88,mlp,TSC,scan44,0.1,0.9031,1.6226,0.9
ugr16,july_to_august,88,mlp,TSC,background,0.2,0.7984,0.918,0.8
ugr16,july_to_august,88,mlp,TSC,dos,0.2,0.8037,0.8037,0.8
ugr16,july_to_august,88,mlp,TSC,nerisbotnet,0.2,0.7988,1.2897,0.8
ugr16,july_to_august,88,mlp,TSC,scan11,0.2,0.8,1.5124,0.8
ugr16,july_to_august,88,mlp,TSC,scan44,0.2,0.8036,1.4506,0.8
ugr16,july_to_august,88,mlp,SHC,background,0.05,0.9432,1.1282,0.95
ugr16,july_to_august,88,mlp,SHC,dos,0.05,0.9513,0.9555,0.95
ugr16,july_to_august,88,mlp,SHC,nerisbotnet,0.05,0.9446,1.4797,0.95
ugr16,july_to_august,88,mlp,SHC,scan11,0.05,0.8236,1.6465,0.95
ugr16,july_to_august,88,mlp,SHC,scan44,0.05,0.8799,1.5485,0.95
ugr16,july_to_august,88,mlp,SHC,background,0.1,0.888,1.0379,0.9
ugr16,july_to_august,88,mlp,SHC,dos,0.1,0.9017,0.9039,0.9
ugr16,july_to_august,88,mlp,SHC,nerisbotnet,0.1,0.8862,1.4,0.9
ugr16,july_to_august,88,mlp,SHC,scan11,0.1,0.7052,1.44,0.9
ugr16,july_to_august,88,mlp,SHC,scan44,0.1,0.8216,1.4121,0.9
ugr16,july_to_august,88,mlp,SHC,background,0.2,0.7781,0.8872,0.8
ugr16,july_to_august,88,mlp,SHC,dos,0.2,0.8019,0.8019,0.8
ugr16,july_to_august,88,mlp,SHC,nerisbotnet,0.2,0.7693,1.2572,0.8
ugr16,july_to_august,88,mlp,SHC,scan11,0.2,0.5227,1.1188,0.8
ugr16,july_to_august,88,mlp,SHC,scan44,0.2,0.7125,1.1608,0.8
ugr16,july_to_august,91,mlp,REC,background,0.05,0.9503,1.1372,0.95
ugr16,july_to_august,91,mlp,REC,dos,0.05,0.9503,0.96,0.95
ugr16,july_to_august,91,mlp,REC,nerisbotnet,0.05,0.9498,1.4656,0.95
ugr16,july_to_august,91,mlp,REC,scan11,0.05,0.95,1.9529,0.95
ugr16,july_to_august,91,mlp,REC,scan44,0.05,0.9497,1.7212,0.95
ugr16,july_to_august,91,mlp,REC,background,0.1,0.9006,1.0523,0.9
ugr16,july_to_august,91,mlp,REC,dos,0.1,0.899,0.9063,0.9
ugr16,july_to_august,91,mlp,REC,nerisbotnet,0.1,0.8996,1.404,0.9
ugr16,july_to_august,91,mlp,REC,scan11,0.1,0.8991,1.8119,0.9
ugr16,july_to_august,91,mlp,REC,scan44,0.1,0.9007,1.6098,0.9
ugr16,july_to_august,91,mlp,REC,background,0.2,0.8012,0.9215,0.8
ugr16,july_to_august,91,mlp,REC,dos,0.2,0.8002,0.803,0.8
ugr16,july_to_august,91,mlp,REC,nerisbotnet,0.2,0.7989,1.2828,0.8
ugr16,july_to_august,91,mlp,REC,scan11,0.2,0.7992,1.5052,0.8
ugr16,july_to_august,91,mlp,REC,scan44,0.2,0.8,1.4164,0.8
ugr16,july_to_august,91,mlp,TSC,background,0.05,0.95,1.1373,0.95
ugr16,july_to_august,91,mlp,TSC,dos,0.05,0.9513,0.961,0.95
ugr16,july_to_august,91,mlp,TSC,nerisbotnet,0.05,0.9502,1.466,0.95
ugr16,july_to_august,91,mlp,TSC,scan11,0.05,0.9493,1.9522,0.95
ugr16,july_to_august,91,mlp,TSC,scan44,0.05,0.9495,1.7204,0.95
ugr16,july_to_august,91,mlp,TSC,background,0.1,0.9,1.0526,0.9
ugr16,july_to_august,91,mlp,TSC,dos,0.1,0.9006,0.9078,0.9
ugr16,july_to_august,91,mlp,TSC,nerisbotnet,0.1,0.9012,1.4055,0.9
ugr16,july_to_august,91,mlp,TSC,scan11,0.1,0.898,1.8106,0.9
ugr16,july_to_august,91,mlp,TSC,scan44,0.1,0.9007,1.6087,0.9
ugr16,july_to_august,91,mlp,TSC,background,0.2,0.8004,0.9215,0.8
ugr16,july_to_august,91,mlp,TSC,dos,0.2,0.7994,0.8022,0.8
ugr16,july_to_august,91,mlp,TSC,nerisbotnet,0.2,0.8011,1.285,0.8
ugr16,july_to_august,91,mlp,TSC,scan11,0.2,0.8001,1.5066,0.8
ugr16,july_to_august,91,mlp,TSC,scan44,0.2,0.8007,1.4183,0.8
ugr16,july_to_august,91,mlp,SHC,background,0.05,0.9442,1.1211,0.95
ugr16,july_to_august,91,mlp,SHC,dos,0.05,0.951,0.9603,0.95
ugr16,july_to_august,91,mlp,SHC,nerisbotnet,0.05,0.9438,1.4579,0.95
ugr16,july_to_august,91,mlp,SHC,scan11,0.05,0.849,1.7041,0.95
ugr16,july_to_august,91,mlp,SHC,scan44,0.05,0.8693,1.5409,0.95
ugr16,july_to_august,91,mlp,SHC,background,0.1,0.8887,1.0335,0.9
ugr16,july_to_august,91,mlp,SHC,dos,0.1,0.9007,0.9074,0.9
ugr16,july_to_august,91,mlp,SHC,nerisbotnet,0.1,0.8862,1.3882,0.9
ugr16,july_to_august,91,mlp,SHC,scan11,0.1,0.7722,1.4867,0.9
ugr16,july_to_august,91,mlp,SHC,scan44,0.1,0.805,1.4044,0.9
ugr16,july_to_august,91,mlp,SHC,background,0.2,0.7784,0.8893,0.8
ugr16,july_to_august,91,mlp,SHC,dos,0.2,0.8014,0.8033,0.8
ugr16,july_to_august,91,mlp,SHC,nerisbotnet,0.2,0.7706,1.251,0.8
ugr16,july_to_august,91,mlp,SHC,scan11,0.2,0.6242,1.254,0.8
ugr16,july_to_august,91,mlp,SHC,scan44,0.2,0.7211,1.1955,0.8
ugr16,july_to_august,12345,rf,REC,background,0.05,0.9503,1.9551,0.95
ugr16,july_to_august,12345,rf,REC,dos,0.05,0.9506,1.9507,0.95
ugr16,july_to_august,12345,rf,REC,nerisbotnet,0.05,0.9491,1.9624,0.95
ugr16,july_to_august,12345,rf,REC,scan11,0.05,0.9491,1.9506,0.95
ugr16,july_to_august,12345,rf,REC,scan44,0.05,1.0,1.7746,0.95
ugr16,july_to_august,12345,rf,REC,background,0.1,0.9005,1.9044,0.9
ugr16,july_to_august,12345,rf,REC,dos,0.1,0.9007,1.9007,0.9
ugr16,july_to_august,12345,rf,REC,nerisbotnet,0.1,0.9014,1.9047,0.9
ugr16,july_to_august,12345,rf,REC,scan11,0.1,0.9009,1.902,0.9
ugr16,july_to_august,12345,rf,REC,scan44,0.1,1.0,1.7286,0.9
ugr16,july_to_august,12345,rf,REC,background,0.2,0.8007,0.8089,0.8
ugr16,july_to_august,12345,rf,REC,dos,0.2,0.8001,0.8001,0.8
ugr16,july_to_august,12345,rf,REC,nerisbotnet,0.2,0.8024,0.8141,0.8
ugr16,july_to_august,12345,rf,REC,scan11,0.2,0.8003,1.479,0.8
ugr16,july_to_august,12345,rf,REC,scan44,0.2,0.8005,1.4383,0.8
ugr16,july_to_august,12345,rf,TSC,background,0.05,0.9507,1.9555,0.95
ugr16,july_to_august,12345,rf,TSC,dos,0.05,0.9512,1.9513,0.95
ugr16,july_to_august,12345,rf,TSC,nerisbotnet,0.05,0.9496,1.9633,0.95
ugr16,july_to_august,12345,rf,TSC,scan11,0.05,0.9509,1.9524,0.95
ugr16,july_to_august,12345,rf,TSC,scan44,0.05,1.0,1.7762,0.95
ugr16,july_to_august,12345,rf,TSC,background,0.1,0.9013,1.9051,0.9
ugr16,july_to_august,12345,rf,TSC,dos,0.1,0.9013,1.9013,0.9
ugr16,july_to_august,12345,rf,TSC,nerisbotnet,0.1,0.9003,1.9036,0.9
ugr16,july_to_august,12345,rf,TSC,scan11,0.1,0.9017,1.9028,0.9
ugr16,july_to_august,12345,rf,TSC,scan44,0.1,1.0,1.7289,0.9
ugr16,july_to_august,12345,rf,TSC,background,0.2,0.8023,0.8104,0.8
ugr16,july_to_august,12345,rf,TSC,dos,0.2,0.7987,0.7987,0.8
ugr16,july_to_august,12345,rf,TSC,nerisbotnet,0.2,0.8002,0.8119,0.8
ugr16,july_to_august,12345,rf,TSC,scan11,0.2,0.8004,1.4803,0.8
ugr16,july_to_august,12345,rf,TSC,scan44,0.2,0.8007,1.4378,0.8
ugr16,july_to_august,12345,rf,SHC,background,0.05,0.9522,0.9563,0.95
ugr16,july_to_august,12345,rf,SHC,dos,0.05,0.9487,0.9489,0.95
ugr16,july_to_august,12345,rf,SHC,nerisbotnet,0.05,0.9476,0.9743,0.95
ugr16,july_to_august,12345,rf,SHC,scan11,0.05,0.3812,0.9639,0.95
ugr16,july_to_august,12345,rf,SHC,scan44,0.05,0.7054,0.9613,0.95
ugr16,july_to_august,12345,rf,SHC,background,0.1,0.9024,0.9058,0.9
ugr16,july_to_august,12345,rf,SHC,dos,0.1,0.8974,0.8974,0.9
ugr16,july_to_august,12345,rf,SHC,nerisbotnet,0.1,0.8995,0.9146,0.9
ugr16,july_to_august,12345,rf,SHC,scan11,0.1,0.3611,0.9112,0.9
ugr16,july_to_august,12345,rf,SHC,scan44,0.1,0.6675,0.9088,0.9
ugr16,july_to_august,12345,rf,SHC,background,0.2,0.804,0.8066,0.8
ugr16,july_to_august,12345,rf,SHC,dos,0.2,0.7965,0.7965,0.8
ugr16,july_to_august,12345,rf,SHC,nerisbotnet,0.2,0.7991,0.8097,0.8
ugr16,july_to_august,12345,rf,SHC,scan11,0.2,0.3203,0.8086,0.8
ugr16,july_to_august,12345,rf,SHC,scan44,0.2,0.5929,0.8057,0.8
ugr16,july_to_august,1337,rf,REC,background,0.05,0.9499,1.8715,0.95
ugr16,july_to_august,1337,rf,REC,dos,0.05,0.9511,1.9513,0.95
ugr16,july_to_august,1337,rf,REC,nerisbotnet,0.05,0.9513,1.9965,0.95
ugr16,july_to_august,1337,rf,REC,scan11,0.05,0.9509,1.9524,0.95
ugr16,july_to_august,1337,rf,REC,scan44,0.05,0.9999,1.7733,0.95
ugr16,july_to_august,1337,rf,REC,background,0.1,0.8994,1.1832,0.9
ugr16,july_to_august,1337,rf,REC,dos,0.1,0.9021,1.2021,0.9
ugr16,july_to_august,1337,rf,REC,nerisbotnet,0.1,0.902,1.2173,0.9
ugr16,july_to_august,1337,rf,REC,scan11,0.1,0.9008,1.7878,0.9
ugr16,july_to_august,1337,rf,REC,scan44,0.1,0.93,1.655,0.9
ugr16,july_to_august,1337,rf,REC,background,0.2,0.8004,0.8094,0.8
ugr16,july_to_august,1337,rf,REC,dos,0.2,0.8008,0.8008,0.8
ugr16,july_to_august,1337,rf,REC,nerisbotnet,0.2,0.8015,0.8122,0.8
ugr16,july_to_august,1337,rf,REC,scan11,0.2,0.8011,1.4641,0.8
ugr16,july_to_august,1337,rf,REC,scan44,0.2,0.7993,1.4327,0.8
ugr16,july_to_august,1337,rf,TSC,background,0.05,0.95,1.8716,0.95
ugr16,july_to_august,1337,rf,TSC,dos,0.05,0.95,1.9502,0.95
ugr16,july_to_august,1337,rf,TSC,nerisbotnet,0.05,0.9508,1.9961,0.95
ugr16,july_to_august,1337,rf,TSC,scan11,0.05,0.9514,1.9528,0.95
ugr16,july_to_august,1337,rf,TSC,scan44,0.05,0.9999,1.7736,0.95
ugr16,july_to_august,1337,rf,TSC,background,0.1,0.899,1.2735,0.9
ugr16,july_to_august,1337,rf,TSC,dos,0.1,0.9013,1.3013,0.9
ugr16,july_to_august,1337,rf,TSC,nerisbotnet,0.1,0.9015,1.3166,0.9
ugr16,july_to_august,1337,rf,TSC,scan11,0.1,0.9026,1.8062,0.9
ugr16,july_to_august,1337,rf,TSC,scan44,0.1,0.9395,1.6665,0.9
ugr16,july_to_august,1337,rf,TSC,background,0.2,0.7984,0.8075,0.8
ugr16,july_to_august,1337,rf,TSC,dos,0.2,0.7983,0.7983,0.8
ugr16,july_to_august,1337,rf,TSC,nerisbotnet,0.2,0.8038,0.8144,0.8
ugr16,july_to_august,1337,rf,TSC,scan11,0.2,0.8039,1.472,0.8
ugr16,july_to_august,1337,rf,TSC,scan44,0.2,0.8023,1.4379,0.8
ugr16,july_to_august,1337,rf,SHC,background,0.05,0.9512,0.9555,0.95
ugr16,july_to_august,1337,rf,SHC,dos,0.05,0.9516,0.9519,0.95
ugr16,july_to_august,1337,rf,SHC,nerisbotnet,0.05,0.9493,0.999,0.95
ugr16,july_to_august,1337,rf,SHC,scan11,0.05,0.3823,0.9674,0.95
ugr16,july_to_august,1337,rf,SHC,scan44,0.05,0.7073,0.9629,0.95
ugr16,july_to_august,1337,rf,SHC,background,0.1,0.9009,0.9042,0.9
ugr16,july_to_august,1337,rf,SHC,dos,0.1,0.902,0.902,0.9
ugr16,july_to_august,1337,rf,SHC,nerisbotnet,0.1,0.9014,0.9161,0.9
ugr16,july_to_august,1337,rf,SHC,scan11,0.1,0.3598,0.9129,0.9
ugr16,july_to_august,1337,rf,SHC,scan44,0.1,0.67,0.9095,0.9
ugr16,july_to_august,1337,rf,SHC,background,0.2,0.801,0.8039,0.8
ugr16,july_to_august,1337,rf,SHC,dos,0.2,0.8016,0.8016,0.8
ugr16,july_to_august,1337,rf,SHC,nerisbotnet,0.2,0.803,0.8125,0.8
ugr16,july_to_august,1337,rf,SHC,scan11,0.2,0.3179,0.8098,0.8
ugr16,july_to_august,1337,rf,SHC,scan44,0.2,0.5959,0.8084,0.8
ugr16,july_to_august,2024,rf,REC,background,0.05,0.9498,1.9555,0.95
ugr16,july_to_august,2024,rf,REC,dos,0.05,0.9503,1.9506,0.95
ugr16,july_to_august,2024,rf,REC,nerisbotnet,0.05,0.9498,1.9917,0.95
ugr16,july_to_august,2024,rf,REC,scan11,0.05,0.95,1.9515,0.95
ugr16,july_to_august,2024,rf,REC,scan44,0.05,0.9999,1.7679,0.95
ugr16,july_to_august,2024,rf,REC,background,0.1,0.9,1.9047,0.9
ugr16,july_to_august,2024,rf,REC,dos,0.1,0.9011,1.9011,0.9
ugr16,july_to_august,2024,rf,REC,nerisbotnet,0.1,0.8987,1.9138,0.9
ugr16,july_to_august,2024,rf,REC,scan11,0.1,0.8998,1.901,0.9
ugr16,july_to_august,2024,rf,REC,scan44,0.1,0.9999,1.7177,0.9
ugr16,july_to_august,2024,rf,REC,background,0.2,0.8,0.8055,0.8
ugr16,july_to_august,2024,rf,REC,dos,0.2,0.8038,0.8038,0.8
ugr16,july_to_august,2024,rf,REC,nerisbotnet,0.2,0.8009,0.8127,0.8
ugr16,july_to_august,2024,rf,REC,scan11,0.2,0.8024,1.4802,0.8
ugr16,july_to_august,2024,rf,REC,scan44,0.2,0.8011,1.424,0.8
ugr16,july_to_august,2024,rf,TSC,background,0.05,0.9505,1.9561,0.95
ugr16,july_to_august,2024,rf,TSC,dos,0.05,0.9502,1.9505,0.95
ugr16,july_to_august,2024,rf,TSC,nerisbotnet,0.05,0.9487,1.9922,0.95
ugr16,july_to_august,2024,rf,TSC,scan11,0.05,0.9513,1.9528,0.95
ugr16,july_to_august,2024,rf,TSC,scan44,0.05,0.9999,1.7696,0.95
ugr16,july_to_august,2024,rf,TSC,background,0.1,0.9016,1.9063,0.9
ugr16,july_to_august,2024,rf,TSC,dos,0.1,0.9015,1.9015,0.9
ugr16,july_to_august,2024,rf,TSC,nerisbotnet,0.1,0.8995,1.9148,0.9
ugr16,july_to_august,2024,rf,TSC,scan11,0.1,0.9007,1.9018,0.9
ugr16,july_to_august,2024,rf,TSC,scan44,0.1,0.9999,1.7182,0.9
ugr16,july_to_august,2024,rf,TSC,background,0.2,0.8014,0.8068,0.8
ugr16,july_to_august,2024,rf,TSC,dos,0.2,0.803,0.803,0.8
ugr16,july_to_august,2024,rf,TSC,nerisbotnet,0.2,0.7992,0.8111,0.8
ugr16,july_to_august,2024,rf,TSC,scan11,0.2,0.7992,1.4735,0.8
ugr16,july_to_august,2024,rf,TSC,scan44,0.2,0.7971,1.4169,0.8
ugr16,july_to_august,2024,rf,SHC,background,0.05,0.9514,0.9553,0.95
ugr16,july_to_august,2024,rf,SHC,dos,0.05,0.9495,0.9498,0.95
ugr16,july_to_august,2024,rf,SHC,nerisbotnet,0.05,0.9478,0.9926,0.95
ugr16,july_to_august,2024,rf,SHC,scan11,0.05,0.3841,0.97,0.95
ugr16,july_to_august,2024,rf,SHC,scan44,0.05,0.7052,0.966,0.95
ugr16,july_to_august,2024,rf,SHC,background,0.1,0.9031,0.9062,0.9
ugr16,july_to_august,2024,rf,SHC,dos,0.1,0.9013,0.9013,0.9
ugr16,july_to_august,2024,rf,SHC,nerisbotnet,0.1,0.8993,0.9143,0.9
ugr16,july_to_august,2024,rf,SHC,scan11,0.1,0.3598,0.9145,0.9
ugr16,july_to_august,2024,rf,SHC,scan44,0.1,0.6669,0.9107,0.9
ugr16,july_to_august,2024,rf,SHC,background,0.2,0.8024,0.8049,0.8
ugr16,july_to_august,2024,rf,SHC,dos,0.2,0.8019,0.8019,0.8
ugr16,july_to_august,2024,rf,SHC,nerisbotnet,0.2,0.8007,0.812,0.8
ugr16,july_to_august,2024,rf,SHC,scan11,0.2,0.3174,0.8092,0.8
ugr16,july_to_august,2024,rf,SHC,scan44,0.2,0.5886,0.8044,0.8
ugr16,july_to_august,3407,rf,REC,background,0.05,0.9503,1.9578,0.95
ugr16,july_to_august,3407,rf,REC,dos,0.05,0.9504,1.9506,0.95
ugr16,july_to_august,3407,rf,REC,nerisbotnet,0.05,0.9502,1.9923,0.95
ugr16,july_to_august,3407,rf,REC,scan11,0.05,0.9499,1.9513,0.95
ugr16,july_to_august,3407,rf,REC,scan44,0.05,1.0,1.7711,0.95
ugr16,july_to_august,3407,rf,REC,background,0.1,0.9012,1.9076,0.9
ugr16,july_to_august,3407,rf,REC,dos,0.1,0.8989,1.8989,0.9
ugr16,july_to_august,3407,rf,REC,nerisbotnet,0.1,0.8995,1.9131,0.9
ugr16,july_to_august,3407,rf,REC,scan11,0.1,0.9003,1.9015,0.9
ugr16,july_to_august,3407,rf,REC,scan44,0.1,1.0,1.7225,0.9
ugr16,july_to_august,3407,rf,REC,background,0.2,0.8004,0.8072,0.8
ugr16,july_to_august,3407,rf,REC,dos,0.2,0.7968,0.7968,0.8
ugr16,july_to_august,3407,rf,REC,nerisbotnet,0.2,0.7966,0.8079,0.8
ugr16,july_to_august,3407,rf,REC,scan11,0.2,0.8021,1.4749,0.8
ugr16,july_to_august,3407,rf,REC,scan44,0.2,0.8,1.4289,0.8
ugr16,july_to_august,3407,rf,TSC,background,0.05,0.9506,1.958,0.95
ugr16,july_to_august,3407,rf,TSC,dos,0.05,0.9509,1.9511,0.95
ugr16,july_to_august,3407,rf,TSC,nerisbotnet,0.05,0.9492,1.9924,0.95
ugr16,july_to_august,3407,rf,TSC,scan11,0.05,0.9504,1.9519,0.95
ugr16,july_to_august,3407,rf,TSC,scan44,0.05,1.0,1.7719,0.95
ugr16,july_to_august,3407,rf,TSC,background,0.1,0.9012,1.9077,0.9
ugr16,july_to_august,3407,rf,TSC,dos,0.1,0.9015,1.9015,0.9
ugr16,july_to_august,3407,rf,TSC,nerisbotnet,0.1,0.8986,1.9121,0.9
ugr16,july_to_august,3407,rf,TSC,scan11,0.1,0.9016,1.9028,0.9
ugr16,july_to_august,3407,rf,TSC,scan44,0.1,1.0,1.7236,0.9
ugr16,july_to_august,3407,rf,TSC,background,0.2,0.8009,0.8077,0.8
ugr16,july_to_august,3407,rf,TSC,dos,0.2,0.8008,0.8008,0.8
ugr16,july_to_august,3407,rf,TSC,nerisbotnet,0.2,0.7988,0.8101,0.8
ugr16,july_to_august,3407,rf,TSC,scan11,0.2,0.8022,1.476,0.8
ugr16,july_to_august,3407,rf,TSC,scan44,0.2,0.8004,1.4295,0.8
ugr16,july_to_august,3407,rf,SHC,background,0.05,0.9511,0.9555,0.95
ugr16,july_to_august,3407,rf,SHC,dos,0.05,0.9504,0.9507,0.95
ugr16,july_to_august,3407,rf,SHC,nerisbotnet,0.05,0.9504,0.9931,0.95
ugr16,july_to_august,3407,rf,SHC,scan11,0.05,0.3824,0.9677,0.95
ugr16,july_to_august,3407,rf,SHC,scan44,0.05,0.7063,0.9642,0.95
ugr16,july_to_august,3407,rf,SHC,background,0.1,0.9023,0.9058,0.9
ugr16,july_to_august,3407,rf,SHC,dos,0.1,0.9002,0.9002,0.9
ugr16,july_to_august,3407,rf,SHC,nerisbotnet,0.1,0.9002,0.9124,0.9
ugr16,july_to_august,3407,rf,SHC,scan11,0.1,0.3598,0.9138,0.9
ugr16,july_to_august,3407,rf,SHC,scan44,0.1,0.6686,0.9112,0.9
ugr16,july_to_august,3407,rf,SHC,background,0.2,0.8014,0.8042,0.8
ugr16,july_to_august,3407,rf,SHC,dos,0.2,0.7981,0.7981,0.8
ugr16,july_to_august,3407,rf,SHC,nerisbotnet,0.2,0.8005,0.8105,0.8
ugr16,july_to_august,3407,rf,SHC,scan11,0.2,0.3188,0.812,0.8
ugr16,july_to_august,3407,rf,SHC,scan44,0.2,0.5941,0.8091,0.8
ugr16,july_to_august,42,rf,REC,background,0.05,0.9501,1.9573,0.95
ugr16,july_to_august,42,rf,REC,dos,0.05,0.9503,1.9503,0.95
ugr16,july_to_august,42,rf,REC,nerisbotnet,0.05,0.951,1.9894,0.95
ugr16,july_to_august,42,rf,REC,scan11,0.05,0.9503,1.9517,0.95
ugr16,july_to_august,42,rf,REC,scan44,0.05,1.0,1.776,0.95
ugr16,july_to_august,42,rf,REC,background,0.1,0.9,0.9085,0.9
ugr16,july_to_august,42,rf,REC,dos,0.1,0.9003,0.9003,0.9
ugr16,july_to_august,42,rf,REC,nerisbotnet,0.1,0.9017,0.9174,0.9
ugr16,july_to_august,42,rf,REC,scan11,0.1,0.901,1.8031,0.9
ugr16,july_to_august,42,rf,REC,scan44,0.1,0.8997,1.6265,0.9
ugr16,july_to_august,42,rf,REC,background,0.2,0.8004,0.8068,0.8
ugr16,july_to_august,42,rf,REC,dos,0.2,0.8004,0.8004,0.8
ugr16,july_to_august,42,rf,REC,nerisbotnet,0.2,0.802,0.8125,0.8
ugr16,july_to_august,42,rf,REC,scan11,0.2,0.7989,1.5058,0.8
ugr16,july_to_august,42,rf,REC,scan44,0.2,0.8,1.4272,0.8
ugr16,july_to_august,42,rf,TSC,background,0.05,0.95,1.9572,0.95
ugr16,july_to_august,42,rf,TSC,dos,0.05,0.9506,1.9506,0.95
ugr16,july_to_august,42,rf,TSC,nerisbotnet,0.05,0.95,1.9883,0.95
ugr16,july_to_august,42,rf,TSC,scan11,0.05,0.9502,1.9517,0.95
ugr16,july_to_august,42,rf,TSC,scan44,0.05,1.0,1.7762,0.95
