dataset,arch,class,n_src,n_tgt,q_src,SHC_coverage,undercoverage,median_score_shift,q90_score_shift,score_KS,realization,rung,seed
ciciot2023:rung0.0,xgb,Recon,23055,8685,0.5533,0.9494,0.0006,0.0,0.0,0.0107,0,0.0,6021
ciciot2023:rung0.0,xgb,Spoofing,12575,4803,0.8044,0.9522,-0.0022,0.0,0.0133,0.0147,0,0.0,6021
ciciot2023:rung0.0,xgb,Web,2135,811,0.9605,0.954,-0.004,0.0003,0.0028,0.0255,0,0.0,6021
ciciot2023:rung0.0,xgb,Benign,6299,2393,0.8972,0.9573,-0.0073,0.0,0.001,0.0136,0,0.0,7
ciciot2023:rung0.0,xgb,BruteForce,1371,511,0.9867,0.9591,-0.0091,0.0,-0.0124,0.0455,0,0.0,7
ciciot2023:rung0.0,xgb,DDoS,68476,25918,0.5,0.9504,-0.0004,0.0,0.0,0.0001,0,0.0,7
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9494,0.0006,0.0,0.0,0.0006,0,0.0,7
ciciot2023:rung0.0,xgb,Mirai,18953,7255,0.5,0.9494,0.0006,0.0,0.0,0.0003,0,0.0,7
ciciot2023:rung0.0,xgb,Recon,23055,8685,0.5544,0.9482,0.0018,0.0,0.0,0.0086,0,0.0,7
ciciot2023:rung0.0,xgb,Spoofing,12575,4803,0.7982,0.9511,-0.0011,0.0,0.0214,0.0171,0,0.0,7
ciciot2023:rung0.0,xgb,Web,2135,811,0.9592,0.96,-0.01,0.0003,-0.0129,0.0254,0,0.0,7
ciciot2023:rung0.0,xgb,Benign,6299,2393,0.9018,0.9545,-0.0045,0.0,-0.0072,0.0115,0,0.0,88
ciciot2023:rung0.0,xgb,BruteForce,1371,511,0.9858,0.9536,-0.0036,0.0,-0.0103,0.0398,0,0.0,88
ciciot2023:rung0.0,xgb,DDoS,68476,25918,0.5,0.9496,0.0004,0.0,0.0,0.0003,0,0.0,88
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9502,-0.0002,0.0,0.0,0.0006,0,0.0,88
ciciot2023:rung0.0,xgb,Mirai,18953,7255,0.5,0.9499,0.0001,0.0,0.0,0.0004,0,0.0,88
ciciot2023:rung0.0,xgb,Recon,23055,8685,0.5694,0.9489,0.0011,0.0,0.0,0.0079,0,0.0,88
ciciot2023:rung0.0,xgb,Spoofing,12575,4803,0.8015,0.9509,-0.0009,0.0,0.022,0.0262,0,0.0,88
ciciot2023:rung0.0,xgb,Web,2135,811,0.9508,0.9459,0.0041,0.0,-0.002,0.0331,0,0.0,88
ciciot2023:rung0.0,xgb,Benign,6299,2393,0.8856,0.9529,-0.0029,0.0,-0.0286,0.0164,0,0.0,91
ciciot2023:rung0.0,xgb,BruteForce,1371,511,0.985,0.9581,-0.0081,0.0,-0.0084,0.0554,0,0.0,91
ciciot2023:rung0.0,xgb,DDoS,68476,25918,0.5,0.9494,0.0006,0.0,0.0,0.0002,0,0.0,91
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9513,-0.0013,0.0,0.0,0.0008,0,0.0,91
ciciot2023:rung0.0,xgb,Mirai,18953,7255,0.5,0.9475,0.0025,0.0,0.0,0.0003,0,0.0,91
ciciot2023:rung0.0,xgb,Recon,23055,8685,0.6058,0.9517,-0.0017,0.0,0.0,0.0104,0,0.0,91
ciciot2023:rung0.0,xgb,Spoofing,12575,4803,0.812,0.9507,-0.0007,0.0,0.0135,0.0263,0,0.0,91
ciciot2023:rung0.0,xgb,Web,2135,811,0.9548,0.947,0.003,0.0013,-0.0004,0.0392,0,0.0,91
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9462,0.9477,0.0023,-0.0017,-0.0005,0.013,0,0.2,12345
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9909,0.9581,-0.0081,0.0021,-0.001,0.0338,0,0.2,12345
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9501,-0.0001,0.0,0.0,0.0027,0,0.2,12345
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.9506,-0.0006,0.0,-0.0,0.0089,0,0.2,12345
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9505,-0.0005,0.0,0.0,0.0044,0,0.2,12345
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.698,0.9506,-0.0006,0.002,0.0,0.0097,0,0.2,12345
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8816,0.9508,-0.0008,-0.0,-0.0076,0.0099,0,0.2,12345
ciciot2023:rung0.2,mlp,Web,2135,811,0.9695,0.9635,-0.0135,-0.0209,-0.0131,0.0561,0,0.2,12345
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.935,0.9429,0.0071,0.0006,-0.0007,0.0115,0,0.2,1337
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9908,0.9646,-0.0146,0.0172,-0.0011,0.0459,0,0.2,1337
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9495,0.0005,0.0,0.0,0.0026,0,0.2,1337
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.947,0.003,0.0,0.0,0.008,0,0.2,1337
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9497,0.0003,0.0,0.0,0.0037,0,0.2,1337
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.6972,0.9501,-0.0001,0.0014,0.0,0.0151,0,0.2,1337
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8814,0.9518,-0.0018,-0.0001,-0.0019,0.0091,0,0.2,1337
ciciot2023:rung0.2,mlp,Web,2135,811,0.9739,0.9592,-0.0092,-0.0212,-0.0049,0.0535,0,0.2,1337
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9371,0.9507,-0.0007,-0.0009,0.004,0.0111,0,0.2,2024
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9919,0.9554,-0.0054,-0.0005,-0.006,0.0495,0,0.2,2024
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9498,0.0002,0.0,0.0,0.0034,0,0.2,2024
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.949,0.001,0.0,0.0,0.0069,0,0.2,2024
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9518,-0.0018,0.0,0.0,0.0032,0,0.2,2024
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.7058,0.9522,-0.0022,0.0003,-0.0,0.0079,0,0.2,2024
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8882,0.9521,-0.0021,-0.0,-0.0105,0.0183,0,0.2,2024
ciciot2023:rung0.2,mlp,Web,2135,811,0.9714,0.9613,-0.0113,-0.0061,-0.0052,0.0289,0,0.2,2024
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9506,0.9495,0.0005,-0.0015,-0.0094,0.0143,0,0.2,3407
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9923,0.9563,-0.0063,0.0038,-0.002,0.0378,0,0.2,3407
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9499,0.0001,0.0,0.0,0.0022,0,0.2,3407
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.9496,0.0004,0.0,0.0,0.0061,0,0.2,3407
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9487,0.0013,0.0,0.0,0.0052,0,0.2,3407
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.703,0.9509,-0.0009,0.0007,0.0,0.0123,0,0.2,3407
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8852,0.9511,-0.0011,-0.0001,-0.0105,0.0105,0,0.2,3407
ciciot2023:rung0.2,mlp,Web,2135,811,0.9747,0.9507,-0.0007,-0.0131,-0.0034,0.0396,0,0.2,3407
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9472,0.9531,-0.0031,-0.0021,0.0047,0.0136,0,0.2,42
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.989,0.9575,-0.0075,0.0011,-0.001,0.0296,0,0.2,42
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9499,0.0001,0.0,0.0,0.0034,0,0.2,42
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.4999,0.9518,-0.0018,0.0,-0.0,0.0083,0,0.2,42
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.4999,0.9506,-0.0006,0.0,0.0,0.009,0,0.2,42
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.7071,0.9459,0.0041,0.0009,0.0,0.0116,0,0.2,42
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8862,0.9547,-0.0047,0.0,-0.0167,0.0216,0,0.2,42
ciciot2023:rung0.2,mlp,Web,2135,811,0.9702,0.9501,-0.0001,-0.0058,0.0001,0.036,0,0.2,42
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9468,0.954,-0.004,-0.0001,-0.0169,0.0217,0,0.2,512
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9914,0.9602,-0.0102,0.0053,-0.0015,0.0395,0,0.2,512
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9491,0.0009,0.0,0.0,0.0032,0,0.2,512
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.4999,0.9512,-0.0012,0.0,-0.0,0.0066,0,0.2,512
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.4999,0.9532,-0.0032,0.0,0.0,0.0066,0,0.2,512
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.7061,0.9486,0.0014,0.001,0.0,0.0091,0,0.2,512
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8845,0.9535,-0.0035,-0.0001,-0.0116,0.0202,0,0.2,512
ciciot2023:rung0.2,mlp,Web,2135,811,0.9737,0.9575,-0.0075,-0.0068,-0.0018,0.0309,0,0.2,512
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9376,0.9553,-0.0053,0.0021,-0.0031,0.0164,0,0.2,6021
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9907,0.9613,-0.0113,0.0062,-0.0064,0.0373,0,0.2,6021
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9515,-0.0015,0.0,0.0,0.0032,0,0.2,6021
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.9479,0.0021,0.0,0.0,0.0061,0,0.2,6021
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9504,-0.0004,0.0,0.0,0.0026,0,0.2,6021
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.6559,0.9484,0.0016,0.0017,0.0,0.0134,0,0.2,6021
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8805,0.9488,0.0012,0.0,-0.0027,0.0103,0,0.2,6021
ciciot2023:rung0.2,mlp,Web,2135,811,0.9706,0.9507,-0.0007,-0.0002,-0.0045,0.0258,0,0.2,6021
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9438,0.9481,0.0019,-0.004,-0.0022,0.0188,0,0.2,7
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9927,0.9537,-0.0037,-0.003,-0.0009,0.0329,0,0.2,7
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9496,0.0004,0.0,0.0,0.004,0,0.2,7
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.5,0.9511,-0.0011,-0.0,0.0,0.0072,0,0.2,7
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.5,0.9503,-0.0003,0.0,0.0,0.004,0,0.2,7
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.6773,0.9488,0.0012,0.0005,-0.0,0.0065,0,0.2,7
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8786,0.9555,-0.0055,-0.0,-0.0063,0.0094,0,0.2,7
ciciot2023:rung0.2,mlp,Web,2135,811,0.9775,0.9605,-0.0105,-0.0202,-0.0118,0.0444,0,0.2,7
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.9434,0.9466,0.0034,-0.0015,-0.0018,0.0195,0,0.2,88
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.99,0.9573,-0.0073,-0.0069,-0.0002,0.0264,0,0.2,88
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9503,-0.0003,0.0,0.0,0.0048,0,0.2,88
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.4999,0.9502,-0.0002,0.0,0.0,0.0086,0,0.2,88
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.4999,0.9513,-0.0013,0.0,0.0,0.0059,0,0.2,88
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.6871,0.9519,-0.0019,0.0011,0.0,0.0089,0,0.2,88
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8848,0.953,-0.003,-0.0,-0.0045,0.0131,0,0.2,88
ciciot2023:rung0.2,mlp,Web,2135,811,0.9736,0.9621,-0.0121,-0.0147,-0.0082,0.0456,0,0.2,88
ciciot2023:rung0.2,mlp,Benign,6299,2436,0.944,0.9495,0.0005,0.0022,-0.0068,0.0154,0,0.2,91
ciciot2023:rung0.2,mlp,BruteForce,1371,520,0.9914,0.9702,-0.0202,-0.0073,-0.0019,0.0554,0,0.2,91
ciciot2023:rung0.2,mlp,DDoS,68476,25990,0.5,0.9503,-0.0003,0.0,0.0,0.0033,0,0.2,91
ciciot2023:rung0.2,mlp,DoS,25215,9527,0.4999,0.9527,-0.0027,0.0,0.0,0.0103,0,0.2,91
ciciot2023:rung0.2,mlp,Mirai,18953,7057,0.4999,0.9489,0.0011,0.0,0.0,0.0026,0,0.2,91
ciciot2023:rung0.2,mlp,Recon,23055,8757,0.6895,0.9471,0.0029,0.0013,0.0,0.0138,0,0.2,91
ciciot2023:rung0.2,mlp,Spoofing,12575,4902,0.8837,0.9502,-0.0002,-0.0,-0.0055,0.0074,0,0.2,91
ciciot2023:rung0.2,mlp,Web,2135,811,0.9704,0.9494,0.0006,0.0023,0.0023,0.0225,0,0.2,91
ciciot2023:rung0.2,rf,Benign,6299,2436,0.934,0.9523,-0.0023,-0.0002,-0.0102,0.0146,0,0.2,12345
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.991,0.9602,-0.0102,-0.0123,-0.006,0.0449,0,0.2,12345
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9497,0.0003,0.0,0.0,0.0013,0,0.2,12345
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9528,-0.0028,0.0,0.0,0.0027,0,0.2,12345
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9503,-0.0003,0.0,0.0,0.003,0,0.2,12345
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6647,0.9469,0.0031,0.0003,0.0,0.0164,0,0.2,12345
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8412,0.9537,-0.0037,0.0,-0.0062,0.0075,0,0.2,12345
ciciot2023:rung0.2,rf,Web,2135,811,0.9673,0.9568,-0.0068,-0.0207,0.0028,0.047,0,0.2,12345
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9388,0.9522,-0.0022,-0.0007,-0.0104,0.0116,0,0.2,1337
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9892,0.9562,-0.0062,-0.0118,-0.0073,0.045,0,0.2,1337
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9494,0.0006,0.0,0.0,0.0009,0,0.2,1337
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.95,0.0,0.0,0.0,0.0032,0,0.2,1337
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.952,-0.002,0.0,0.0,0.0027,0,0.2,1337
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6425,0.9491,0.0009,0.0003,0.0,0.0134,0,0.2,1337
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8372,0.9534,-0.0034,-0.0,-0.002,0.0071,0,0.2,1337
ciciot2023:rung0.2,rf,Web,2135,811,0.9627,0.9525,-0.0025,-0.0193,-0.0012,0.0403,0,0.2,1337
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9317,0.953,-0.003,0.0012,0.0032,0.0171,0,0.2,2024
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9881,0.9585,-0.0085,-0.0116,-0.0033,0.0435,0,0.2,2024
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9507,-0.0007,0.0,0.0,0.0012,0,0.2,2024
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9516,-0.0016,0.0,0.0,0.0054,0,0.2,2024
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9503,-0.0003,0.0,0.0,0.0028,0,0.2,2024
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6431,0.9526,-0.0026,0.0001,0.0,0.0139,0,0.2,2024
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8414,0.9538,-0.0038,0.0,-0.009,0.0097,0,0.2,2024
ciciot2023:rung0.2,rf,Web,2135,811,0.9684,0.9602,-0.0102,-0.004,-0.0038,0.0304,0,0.2,2024
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9328,0.9554,-0.0054,0.0002,-0.0062,0.013,0,0.2,3407
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9888,0.9602,-0.0102,-0.023,-0.002,0.0566,0,0.2,3407
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9491,0.0009,0.0,0.0,0.0012,0,0.2,3407
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9503,-0.0003,0.0,0.0,0.0009,0,0.2,3407
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9487,0.0013,0.0,0.0,0.0029,0,0.2,3407
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6369,0.9497,0.0003,0.0,0.0,0.0126,0,0.2,3407
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8364,0.9542,-0.0042,-0.0002,-0.0021,0.0095,0,0.2,3407
ciciot2023:rung0.2,rf,Web,2135,811,0.9672,0.9448,0.0052,-0.0064,0.0021,0.0266,0,0.2,3407
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9297,0.9541,-0.0041,-0.0,-0.0174,0.0185,0,0.2,42
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9895,0.9569,-0.0069,-0.0119,-0.0037,0.0451,0,0.2,42
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9489,0.0011,0.0,0.0,0.0005,0,0.2,42
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9512,-0.0012,0.0,0.0,0.0011,0,0.2,42
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9509,-0.0009,0.0,0.0,0.0028,0,0.2,42
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6298,0.9467,0.0033,0.0002,0.0,0.0123,0,0.2,42
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8401,0.9534,-0.0034,-0.0001,-0.0049,0.0101,0,0.2,42
ciciot2023:rung0.2,rf,Web,2135,811,0.9721,0.956,-0.006,-0.0078,-0.001,0.0292,0,0.2,42
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9307,0.9539,-0.0039,0.0003,-0.0139,0.0125,0,0.2,512
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9874,0.9533,-0.0033,-0.0093,-0.0028,0.0377,0,0.2,512
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.951,-0.001,0.0,0.0,0.001,0,0.2,512
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.953,-0.003,0.0,0.0,0.0019,0,0.2,512
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9512,-0.0012,0.0,0.0,0.0031,0,0.2,512
ciciot2023:rung0.2,rf,Recon,23055,8757,0.639,0.9499,0.0001,0.0003,0.0,0.0145,0,0.2,512
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8329,0.954,-0.004,-0.0,-0.0091,0.0099,0,0.2,512
ciciot2023:rung0.2,rf,Web,2135,811,0.9615,0.9409,0.0091,-0.016,0.0041,0.0363,0,0.2,512
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9255,0.9534,-0.0034,0.0,-0.0051,0.0125,0,0.2,6021
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9906,0.9615,-0.0115,-0.0155,-0.0008,0.0421,0,0.2,6021
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9502,-0.0002,0.0,0.0,0.0013,0,0.2,6021
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9529,-0.0029,0.0,0.0,0.0019,0,0.2,6021
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9521,-0.0021,0.0,0.0,0.0031,0,0.2,6021
ciciot2023:rung0.2,rf,Recon,23055,8757,0.652,0.9489,0.0011,0.0002,0.0,0.0175,0,0.2,6021
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8333,0.9514,-0.0014,-0.0001,-0.0042,0.0077,0,0.2,6021
ciciot2023:rung0.2,rf,Web,2135,811,0.9662,0.9503,-0.0003,-0.0142,-0.006,0.034,0,0.2,6021
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9311,0.95,0.0,0.0001,-0.001,0.0147,0,0.2,7
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9913,0.9573,-0.0073,-0.0258,0.0004,0.0443,0,0.2,7
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9498,0.0002,0.0,0.0,0.0009,0,0.2,7
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.951,-0.001,0.0,0.0,0.0038,0,0.2,7
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9516,-0.0016,0.0,0.0,0.0024,0,0.2,7
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6374,0.9477,0.0023,0.0001,0.0,0.0138,0,0.2,7
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8341,0.9528,-0.0028,0.0001,-0.0038,0.0082,0,0.2,7
ciciot2023:rung0.2,rf,Web,2135,811,0.9628,0.9465,0.0035,-0.0151,0.0013,0.0245,0,0.2,7
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9347,0.9536,-0.0036,0.0004,-0.0015,0.0109,0,0.2,88
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9906,0.9471,0.0029,-0.0164,-0.0012,0.0454,0,0.2,88
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9488,0.0012,0.0,0.0,0.0012,0,0.2,88
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9526,-0.0026,0.0,0.0,0.0016,0,0.2,88
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9464,0.0036,0.0,0.0,0.0031,0,0.2,88
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6538,0.948,0.002,0.0001,0.0,0.0145,0,0.2,88
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8329,0.9504,-0.0004,-0.0001,0.0067,0.012,0,0.2,88
ciciot2023:rung0.2,rf,Web,2135,811,0.9654,0.9514,-0.0014,-0.0201,-0.0005,0.0317,0,0.2,88
ciciot2023:rung0.2,rf,Benign,6299,2436,0.9323,0.9523,-0.0023,0.0006,-0.0113,0.0166,0,0.2,91
ciciot2023:rung0.2,rf,BruteForce,1371,520,0.9899,0.9608,-0.0108,-0.0155,-0.0052,0.0525,0,0.2,91
ciciot2023:rung0.2,rf,DDoS,68476,25990,0.5,0.9513,-0.0013,0.0,0.0,0.0013,0,0.2,91
ciciot2023:rung0.2,rf,DoS,25215,9527,0.5,0.9489,0.0011,0.0,0.0,0.003,0,0.2,91
ciciot2023:rung0.2,rf,Mirai,18953,7057,0.5,0.9489,0.0011,0.0,0.0,0.0026,0,0.2,91
ciciot2023:rung0.2,rf,Recon,23055,8757,0.6518,0.9474,0.0026,0.0001,0.0,0.0123,0,0.2,91
ciciot2023:rung0.2,rf,Spoofing,12575,4902,0.8353,0.9562,-0.0062,0.0,-0.0052,0.0116,0,0.2,91
ciciot2023:rung0.2,rf,Web,2135,811,0.9652,0.9578,-0.0078,-0.0128,0.0015,0.0349,0,0.2,91
ciciot2023:rung0.2,xgb,Benign,6299,2436,0.8944,0.9525,-0.0025,0.0,-0.0056,0.0078,0,0.2,12345
ciciot2023:rung0.2,xgb,BruteForce,1371,520,0.9867,0.9481,0.0019,0.0,-0.0103,0.0526,0,0.2,12345
ciciot2023:rung0.2,xgb,DDoS,68476,25990,0.5,0.9482,0.0018,0.0,0.0,0.0002,0,0.2,12345
ciciot2023:rung0.2,xgb,DoS,25215,9527,0.5,0.9502,-0.0002,0.0,0.0,0.0007,0,0.2,12345
ciciot2023:rung0.2,xgb,Mirai,18953,7057,0.5,0.951,-0.001,0.0,0.0,0.0008,0,0.2,12345
ciciot2023:rung0.2,xgb,Recon,23055,8757,0.599,0.9499,0.0001,0.0,0.0,0.02,0,0.2,12345
ciciot2023:rung0.2,xgb,Spoofing,12575,4902,0.801,0.9508,-0.0008,0.0,0.0142,0.0089,0,0.2,12345
ciciot2023:rung0.2,xgb,Web,2135,811,0.9606,0.9506,-0.0006,0.0014,0.0106,0.0289,0,0.2,12345
ciciot2023:rung0.2,xgb,Benign,6299,2436,0.8867,0.9538,-0.0038,0.0,0.0021,0.0155,0,0.2,1337
ciciot2023:rung0.2,xgb,BruteForce,1371,520,0.9858,0.9471,0.0029,0.0,-0.005,0.0485,0,0.2,1337
ciciot2023:rung0.2,xgb,DDoS,68476,25990,0.5,0.9494,0.0006,0.0,0.0,0.0002,0,0.2,1337
ciciot2023:rung0.2,xgb,DoS,25215,9527,0.5,0.9488,0.0012,0.0,0.0,0.0005,0,0.2,1337
ciciot2023:rung0.2,xgb,Mirai,18953,7057,0.5,0.9507,-0.0007,0.0,0.0,0.0003,0,0.2,1337
ciciot2023:rung0.2,xgb,Recon,23055,8757,0.5625,0.9494,0.0006,0.0,0.0,0.0178,0,0.2,1337
ciciot2023:rung0.2,xgb,Spoofing,12575,4902,0.8086,0.9527,-0.0027,0.0,0.0067,0.0072,0,0.2,1337
ciciot2023:rung0.2,xgb,Web,2135,811,0.952,0.948,0.002,0.0013,0.0068,0.0285,0,0.2,1337
ciciot2023:rung0.2,xgb,Benign,6299,2436,0.8935,0.9477,0.0023,0.0,0.0171,0.014,0,0.2,2024
ciciot2023:rung0.2,xgb,BruteForce,1371,520,0.9868,0.9644,-0.0144,0.0,-0.0034,0.0444,0,0.2,2024
ciciot2023:rung0.2,xgb,DDoS,68476,25990,0.5,0.9487,0.0013,0.0,0.0,0.0002,0,0.2,2024
ciciot2023:rung0.2,xgb,DoS,25215,9527,0.5,0.951,-0.001,0.0,0.0,0.0006,0,0.2,2024
ciciot2023:rung0.2,xgb,Mirai,18953,7057,0.5,0.9512,-0.0012,0.0,0.0,0.0005,0,0.2,2024
ciciot2023:rung0.2,xgb,Recon,23055,8757,0.5315,0.9472,0.0028,0.0,0.0,0.0173,0,0.2,2024
ciciot2023:rung0.2,xgb,Spoofing,12575,4902,0.8043,0.9576,-0.0076,0.0,0.0105,0.009,0,0.2,2024
ciciot2023:rung0.2,xgb,Web,2135,811,0.9622,0.9491,0.0009,0.0,0.0052,0.0229,0,0.2,2024
ciciot2023:rung0.2,xgb,Benign,6299,2436,0.8885,0.9528,-0.0028,0.0,-0.0098,0.0138,0,0.2,3407
ciciot2023:rung0.2,xgb,BruteForce,1371,520,0.9858,0.9579,-0.0079,0.0,-0.0096,0.0575,0,0.2,3407
ciciot2023:rung0.2,xgb,DDoS,68476,25990,0.5,0.9488,0.0012,0.0,0.0,0.0003,0,0.2,3407
