realization,rung,arch,seed,n_novel,n_seen,KS_all,KS_novel,KS_seen,median_novel_minus_src,misroute_all,misroute_novel,misroute_seen
3,0.6,rf,91,487,324,0.0652,0.1141,0.0802,-0.0511,0.4488,0.4189,0.4938
3,0.6,xgb,12345,487,324,0.0566,0.1003,0.0661,-0.0031,0.4439,0.4312,0.463
3,0.6,xgb,1337,487,324,0.0589,0.0925,0.0753,-0.006,0.4353,0.4292,0.4444
3,0.6,xgb,2024,487,324,0.0527,0.0971,0.0618,-0.0018,0.4501,0.4435,0.4599
3,0.6,xgb,3407,487,324,0.0595,0.0943,0.0525,-0.0033,0.4427,0.4415,0.4444
3,0.6,xgb,42,487,324,0.0525,0.1089,0.0786,-0.0044,0.4427,0.4435,0.4414
3,0.6,xgb,512,487,324,0.0565,0.0898,0.0792,-0.0076,0.4229,0.4209,0.4259
3,0.6,xgb,6021,487,324,0.0694,0.1105,0.0631,-0.0036,0.4464,0.4497,0.4414
3,0.6,xgb,7,487,324,0.0531,0.102,0.065,-0.0068,0.4488,0.4476,0.4506
3,0.6,xgb,88,487,324,0.0567,0.081,0.0706,-0.003,0.4464,0.4415,0.4537
3,0.6,xgb,91,487,324,0.066,0.1006,0.0888,-0.0038,0.4353,0.423,0.4537
3,0.8,mlp,12345,649,162,0.1009,0.1261,0.0364,-0.0365,0.7176,0.7196,0.7099
3,0.8,mlp,1337,649,162,0.0889,0.1014,0.1049,-0.0202,0.7386,0.7488,0.6975
3,0.8,mlp,2024,649,162,0.0577,0.0703,0.0713,0.0025,0.7953,0.8151,0.716
3,0.8,mlp,3407,649,162,0.1537,0.1865,0.0591,-0.1244,0.635,0.6256,0.6728
3,0.8,mlp,42,649,162,0.0929,0.111,0.076,-0.0003,0.7102,0.7088,0.716
3,0.8,mlp,512,649,162,0.0771,0.0923,0.0747,-0.0069,0.7768,0.792,0.716
3,0.8,mlp,6021,649,162,0.0554,0.0742,0.0505,-0.0065,0.8483,0.869,0.7654
3,0.8,mlp,7,649,162,0.1054,0.1225,0.0538,-0.029,0.6658,0.6656,0.6667
3,0.8,mlp,88,649,162,0.0908,0.1099,0.0383,0.0048,0.8841,0.906,0.7963
3,0.8,mlp,91,649,162,0.0614,0.0709,0.0472,-0.0123,0.7805,0.7904,0.7407
3,0.8,rf,12345,649,162,0.075,0.0918,0.049,-0.0381,0.4143,0.4083,0.4383
3,0.8,rf,1337,649,162,0.0622,0.0748,0.0679,-0.03,0.4254,0.4191,0.4506
3,0.8,rf,2024,649,162,0.0621,0.0819,0.056,-0.0385,0.4303,0.4176,0.4815
3,0.8,rf,3407,649,162,0.057,0.0651,0.0394,-0.0191,0.4353,0.4299,0.4568
3,0.8,rf,42,649,162,0.0693,0.0873,0.0367,-0.0272,0.4266,0.4268,0.4259
3,0.8,rf,512,649,162,0.0674,0.0798,0.0439,-0.0274,0.439,0.433,0.463
3,0.8,rf,6021,649,162,0.0508,0.0648,0.0382,-0.042,0.4377,0.4345,0.4506
3,0.8,rf,7,649,162,0.0603,0.0754,0.0351,-0.0217,0.4427,0.4391,0.4568
3,0.8,rf,88,649,162,0.0574,0.0739,0.0716,-0.0318,0.4451,0.433,0.4938
3,0.8,rf,91,649,162,0.0712,0.087,0.0683,-0.0443,0.4279,0.4222,0.4506
3,0.8,xgb,12345,649,162,0.0933,0.1191,0.0396,-0.0077,0.4155,0.4176,0.4074
3,0.8,xgb,1337,649,162,0.0921,0.1061,0.0499,-0.0099,0.4044,0.4145,0.3642
3,0.8,xgb,2024,649,162,0.0708,0.0965,0.062,-0.0018,0.4451,0.4484,0.4321
3,0.8,xgb,3407,649,162,0.0913,0.1158,0.0692,-0.0084,0.4328,0.4345,0.4259
3,0.8,xgb,42,649,162,0.0991,0.1298,0.0393,-0.0121,0.4081,0.4099,0.4012
3,0.8,xgb,512,649,162,0.08,0.1054,0.0636,-0.0078,0.4094,0.4099,0.4074
3,0.8,xgb,6021,649,162,0.1039,0.1303,0.039,-0.0069,0.4217,0.4237,0.4136
3,0.8,xgb,7,649,162,0.0762,0.1022,0.0592,-0.0068,0.4365,0.4407,0.4198
3,0.8,xgb,88,649,162,0.0814,0.1012,0.0616,-0.0088,0.4266,0.4268,0.4259
3,0.8,xgb,91,649,162,0.0948,0.1239,0.056,-0.0078,0.4118,0.4129,0.4074
4,0.0,mlp,12345,0,811,0.0257,,0.0257,,0.7275,,0.7275
4,0.0,mlp,1337,0,811,0.0612,,0.0612,,0.7115,,0.7115
4,0.0,mlp,2024,0,811,0.0449,,0.0449,,0.7522,,0.7522
4,0.0,mlp,3407,0,811,0.0271,,0.0271,,0.6979,,0.6979
4,0.0,mlp,42,0,811,0.0385,,0.0385,,0.6979,,0.6979
4,0.0,mlp,512,0,811,0.0509,,0.0509,,0.7423,,0.7423
4,0.0,mlp,6021,0,811,0.0324,,0.0324,,0.8076,,0.8076
4,0.0,mlp,7,0,811,0.0336,,0.0336,,0.6782,,0.6782
4,0.0,mlp,88,0,811,0.0391,,0.0391,,0.8224,,0.8224
4,0.0,mlp,91,0,811,0.0427,,0.0427,,0.7534,,0.7534
4,0.0,rf,12345,0,811,0.0342,,0.0342,,0.4205,,0.4205
4,0.0,rf,1337,0,811,0.0361,,0.0361,,0.4279,,0.4279
4,0.0,rf,2024,0,811,0.029,,0.029,,0.4365,,0.4365
4,0.0,rf,3407,0,811,0.0216,,0.0216,,0.4353,,0.4353
4,0.0,rf,42,0,811,0.0273,,0.0273,,0.4192,,0.4192
4,0.0,rf,512,0,811,0.0331,,0.0331,,0.4414,,0.4414
4,0.0,rf,6021,0,811,0.0272,,0.0272,,0.4291,,0.4291
4,0.0,rf,7,0,811,0.0326,,0.0326,,0.4402,,0.4402
4,0.0,rf,88,0,811,0.0286,,0.0286,,0.4464,,0.4464
4,0.0,rf,91,0,811,0.0304,,0.0304,,0.439,,0.439
4,0.0,xgb,12345,0,811,0.0273,,0.0273,,0.3958,,0.3958
4,0.0,xgb,1337,0,811,0.0366,,0.0366,,0.3872,,0.3872
4,0.0,xgb,2024,0,811,0.0261,,0.0261,,0.4081,,0.4081
4,0.0,xgb,3407,0,811,0.0311,,0.0311,,0.418,,0.418
4,0.0,xgb,42,0,811,0.02,,0.02,,0.3835,,0.3835
4,0.0,xgb,512,0,811,0.026,,0.026,,0.3847,,0.3847
4,0.0,xgb,6021,0,811,0.0273,,0.0273,,0.3958,,0.3958
4,0.0,xgb,7,0,811,0.0463,,0.0463,,0.4168,,0.4168
4,0.0,xgb,88,0,811,0.0488,,0.0488,,0.4205,,0.4205
4,0.0,xgb,91,0,811,0.0444,,0.0444,,0.3909,,0.3909
4,0.2,mlp,12345,162,649,0.0595,0.2659,0.0291,-0.1915,0.7078,0.5864,0.7381
4,0.2,mlp,1337,162,649,0.0404,0.2178,0.0438,-0.0667,0.7312,0.6358,0.755
4,0.2,mlp,2024,162,649,0.0309,0.1166,0.0607,-0.0489,0.762,0.7716,0.7596
4,0.2,mlp,3407,162,649,0.0545,0.2275,0.0351,-0.1928,0.6856,0.5802,0.7119
4,0.2,mlp,42,162,649,0.0451,0.1816,0.0616,-0.0667,0.7102,0.642,0.7273
4,0.2,mlp,512,162,649,0.0417,0.1275,0.024,-0.0465,0.7485,0.7654,0.7442
4,0.2,mlp,6021,162,649,0.0354,0.1052,0.0426,-0.0212,0.8126,0.8827,0.7951
4,0.2,mlp,7,162,649,0.0363,0.1825,0.0633,-0.1335,0.6831,0.6111,0.7011
4,0.2,mlp,88,162,649,0.0266,0.0987,0.0314,-0.0169,0.8126,0.8765,0.7966
4,0.2,mlp,91,162,649,0.0282,0.1353,0.0351,-0.0568,0.7509,0.7346,0.755
4,0.2,rf,12345,162,649,0.0308,0.1617,0.0534,-0.047,0.439,0.3272,0.4669
4,0.2,rf,1337,162,649,0.0338,0.1413,0.0555,-0.037,0.4414,0.3519,0.4638
4,0.2,rf,2024,162,649,0.0476,0.1492,0.0549,-0.0464,0.4538,0.3395,0.4823
4,0.2,rf,3407,162,649,0.0459,0.1374,0.0464,-0.0409,0.4476,0.3519,0.4715
4,0.2,rf,42,162,649,0.039,0.1361,0.051,-0.0435,0.4217,0.3395,0.4422
4,0.2,rf,512,162,649,0.0547,0.1335,0.0541,-0.0395,0.4575,0.358,0.4823
4,0.2,rf,6021,162,649,0.0329,0.1509,0.0512,-0.0517,0.4402,0.3395,0.4653
4,0.2,rf,7,162,649,0.0339,0.1432,0.0481,-0.0442,0.4427,0.3457,0.4669
4,0.2,rf,88,162,649,0.0315,0.1708,0.0505,-0.0645,0.4488,0.3333,0.4777
4,0.2,rf,91,162,649,0.0455,0.1708,0.0643,-0.053,0.4451,0.3457,0.47
4,0.2,xgb,12345,162,649,0.03,0.1569,0.0334,-0.0105,0.3884,0.3519,0.3975
4,0.2,xgb,1337,162,649,0.037,0.1532,0.0417,-0.0103,0.3909,0.3827,0.3929
4,0.2,xgb,2024,162,649,0.0268,0.1713,0.0191,-0.0147,0.4057,0.3765,0.4129
4,0.2,xgb,3407,162,649,0.046,0.1991,0.0205,-0.009,0.3884,0.3519,0.3975
4,0.2,xgb,42,162,649,0.0269,0.1629,0.0332,-0.0148,0.397,0.3827,0.4006
4,0.2,xgb,512,162,649,0.0268,0.1202,0.0495,-0.0104,0.397,0.3889,0.3991
4,0.2,xgb,6021,162,649,0.0254,0.1583,0.0257,-0.011,0.402,0.3765,0.4083
4,0.2,xgb,7,162,649,0.0316,0.1664,0.0461,-0.0154,0.4192,0.3951,0.4253
4,0.2,xgb,88,162,649,0.0377,0.1352,0.0522,-0.0096,0.418,0.3889,0.4253
4,0.2,xgb,91,162,649,0.0317,0.1511,0.0483,-0.0113,0.3983,0.3765,0.4037
4,0.4,mlp,12345,324,487,0.0531,0.1012,0.0331,-0.0275,0.7522,0.7407,0.7598
4,0.4,mlp,1337,324,487,0.0634,0.1368,0.0283,-0.0721,0.7423,0.7253,0.7536
4,0.4,mlp,2024,324,487,0.0448,0.1006,0.0259,-0.0124,0.7818,0.7963,0.7721
4,0.4,mlp,3407,324,487,0.0901,0.1993,0.0387,-0.1632,0.672,0.6142,0.7105
4,0.4,mlp,42,324,487,0.0695,0.1376,0.0295,-0.0394,0.693,0.6636,0.7125
4,0.4,mlp,512,324,487,0.0327,0.096,0.0602,-0.0287,0.7855,0.7901,0.7823
4,0.4,mlp,6021,324,487,0.0626,0.0798,0.053,-0.0184,0.8446,0.8673,0.8296
4,0.4,mlp,7,324,487,0.0614,0.1322,0.0318,-0.0462,0.6819,0.6667,0.692
4,0.4,mlp,88,324,487,0.0447,0.0931,0.04,0.0059,0.8409,0.8858,0.8111
4,0.4,mlp,91,324,487,0.0423,0.0815,0.0442,-0.0492,0.7842,0.7932,0.7782
4,0.4,rf,12345,324,487,0.0855,0.1356,0.0596,-0.0571,0.4032,0.3735,0.423
4,0.4,rf,1337,324,487,0.0757,0.1234,0.0488,-0.0509,0.4143,0.3951,0.4271
4,0.4,rf,2024,324,487,0.0725,0.1174,0.0463,-0.0479,0.4143,0.392,0.4292
4,0.4,rf,3407,324,487,0.054,0.1038,0.0315,-0.0373,0.4279,0.4043,0.4435
4,0.4,rf,42,324,487,0.0683,0.1168,0.0455,-0.0472,0.3995,0.3796,0.4127
4,0.4,rf,512,324,487,0.0663,0.1029,0.0458,-0.0474,0.4192,0.3981,0.4333
4,0.4,rf,6021,324,487,0.0717,0.105,0.0524,-0.0567,0.4266,0.4105,0.4374
4,0.4,rf,7,324,487,0.0658,0.0957,0.0531,-0.0433,0.418,0.4105,0.423
4,0.4,rf,88,324,487,0.0864,0.1302,0.0593,-0.0686,0.4131,0.3951,0.4251
4,0.4,rf,91,324,487,0.085,0.1345,0.054,-0.0599,0.4131,0.3889,0.4292
4,0.4,xgb,12345,324,487,0.0461,0.1023,0.0254,-0.0009,0.402,0.3981,0.4045
4,0.4,xgb,1337,324,487,0.0472,0.1162,0.0331,-0.0099,0.3995,0.3951,0.4025
4,0.4,xgb,2024,324,487,0.0489,0.1245,0.0314,-0.0076,0.4118,0.4012,0.4189
4,0.4,xgb,3407,324,487,0.0467,0.1074,0.0298,-0.0084,0.4192,0.4198,0.4189
4,0.4,xgb,42,324,487,0.0586,0.1429,0.0328,-0.0148,0.3896,0.3858,0.3922
4,0.4,xgb,512,324,487,0.0689,0.1401,0.035,-0.0131,0.3711,0.3611,0.3778
4,0.4,xgb,6021,324,487,0.063,0.1256,0.0236,-0.0069,0.4044,0.3951,0.4107
4,0.4,xgb,7,324,487,0.0504,0.1211,0.0265,-0.0069,0.4106,0.4167,0.4066
4,0.4,xgb,88,324,487,0.0691,0.1105,0.0423,-0.0088,0.3896,0.4043,0.3799
4,0.4,xgb,91,324,487,0.0517,0.1264,0.0443,-0.0068,0.3983,0.392,0.4025
4,0.6,mlp,12345,487,324,0.0801,0.1264,0.0454,-0.0493,0.7324,0.7248,0.7438
4,0.6,mlp,1337,487,324,0.0751,0.1123,0.0553,-0.0318,0.7398,0.7351,0.7469
4,0.6,mlp,2024,487,324,0.061,0.0971,0.0363,-0.018,0.7719,0.7762,0.7654
4,0.6,mlp,3407,487,324,0.1276,0.1979,0.0298,-0.1143,0.6572,0.6201,0.713
4,0.6,mlp,42,487,324,0.0633,0.0902,0.0506,-0.0146,0.7164,0.7187,0.713
4,0.6,mlp,512,487,324,0.0663,0.0978,0.0369,-0.0139,0.7719,0.7762,0.7654
4,0.6,mlp,6021,487,324,0.0702,0.0995,0.0422,-0.0135,0.8607,0.8891,0.8179
4,0.6,mlp,7,487,324,0.0982,0.1489,0.0322,-0.0481,0.6621,0.6468,0.6852
4,0.6,mlp,88,487,324,0.0473,0.0803,0.0343,-0.0047,0.836,0.8706,0.784
4,0.6,mlp,91,487,324,0.059,0.0852,0.0311,-0.0154,0.7707,0.7844,0.75
4,0.6,rf,12345,487,324,0.0846,0.1351,0.0555,-0.0565,0.4032,0.3778,0.4414
4,0.6,rf,1337,487,324,0.0827,0.1266,0.0467,-0.0496,0.4081,0.3963,0.4259
4,0.6,rf,2024,487,324,0.073,0.1157,0.0322,-0.0472,0.4094,0.3901,0.4383
4,0.6,rf,3407,487,324,0.0427,0.0875,0.0557,-0.0339,0.4291,0.4066,0.463
4,0.6,rf,42,487,324,0.0689,0.1116,0.0396,-0.0431,0.3921,0.3778,0.4136
4,0.6,rf,512,487,324,0.0646,0.1146,0.053,-0.0478,0.4254,0.3984,0.466
4,0.6,rf,6021,487,324,0.0672,0.1114,0.036,-0.0495,0.4205,0.4045,0.4444
4,0.6,rf,7,487,324,0.0642,0.1028,0.0296,-0.0439,0.4192,0.4025,0.4444
4,0.6,rf,88,487,324,0.0596,0.113,0.049,-0.0516,0.434,0.4045,0.4784
4,0.6,rf,91,487,324,0.0824,0.1222,0.0516,-0.0519,0.4131,0.3943,0.4414
4,0.6,xgb,12345,487,324,0.0662,0.127,0.0479,-0.0077,0.3946,0.3943,0.3951
4,0.6,xgb,1337,487,324,0.0601,0.1235,0.0551,-0.0103,0.3933,0.3901,0.3981
4,0.6,xgb,2024,487,324,0.0691,0.1256,0.0431,-0.0019,0.4081,0.4045,0.4136
4,0.6,xgb,3407,487,324,0.0706,0.13,0.0315,-0.0086,0.4118,0.4168,0.4043
4,0.6,xgb,42,487,324,0.0824,0.1356,0.0342,-0.0124,0.3872,0.386,0.3889
4,0.6,xgb,512,487,324,0.0761,0.1297,0.0454,-0.0131,0.3798,0.384,0.3735
4,0.6,xgb,6021,487,324,0.0866,0.1475,0.0322,-0.011,0.3995,0.4004,0.3981
4,0.6,xgb,7,487,324,0.0712,0.1119,0.0552,-0.0068,0.4131,0.4251,0.3951
4,0.6,xgb,88,487,324,0.0617,0.1118,0.0364,-0.0089,0.4106,0.4189,0.3981
4,0.6,xgb,91,487,324,0.0776,0.1307,0.0446,-0.0117,0.3859,0.3922,0.3765
4,0.8,mlp,12345,649,162,0.1014,0.1272,0.0892,-0.0597,0.73,0.7134,0.7963
4,0.8,mlp,1337,649,162,0.0811,0.0998,0.1321,-0.04,0.7534,0.7458,0.784
4,0.8,mlp,2024,649,162,0.0637,0.0636,0.0959,-0.0065,0.8076,0.8043,0.821
4,0.8,mlp,3407,649,162,0.1422,0.1781,0.0654,-0.0947,0.656,0.6317,0.7531
4,0.8,mlp,42,649,162,0.0871,0.1157,0.1119,-0.0082,0.7152,0.6965,0.7901
4,0.8,mlp,512,649,162,0.0651,0.0824,0.0984,-0.012,0.7978,0.7935,0.8148
4,0.8,mlp,6021,649,162,0.0784,0.075,0.1226,-0.018,0.8656,0.8675,0.858
4,0.8,mlp,7,649,162,0.1188,0.1473,0.1266,-0.0407,0.6671,0.6487,0.7407
4,0.8,mlp,88,649,162,0.0891,0.0947,0.0792,0.0001,0.8829,0.8921,0.8457
4,0.8,mlp,91,649,162,0.0729,0.0836,0.1004,-0.0208,0.7781,0.7812,0.7654
4,0.8,rf,12345,649,162,0.0951,0.1001,0.0941,-0.0461,0.3958,0.3867,0.4321
4,0.8,rf,1337,649,162,0.0989,0.1102,0.0892,-0.0388,0.402,0.3945,0.4321
4,0.8,rf,2024,649,162,0.0886,0.0955,0.1011,-0.044,0.4057,0.3975,0.4383
4,0.8,rf,3407,649,162,0.0772,0.0883,0.0642,-0.0344,0.4069,0.396,0.4506
4,0.8,rf,42,649,162,0.071,0.0762,0.0849,-0.0309,0.4069,0.4006,0.4321
4,0.8,rf,512,649,162,0.0843,0.0914,0.1051,-0.0304,0.4131,0.4083,0.4321
4,0.8,rf,6021,649,162,0.0903,0.091,0.1026,-0.0451,0.4143,0.4099,0.4321
4,0.8,rf,7,649,162,0.0695,0.0749,0.0921,-0.036,0.4205,0.416,0.4383
4,0.8,rf,88,649,162,0.0941,0.1044,0.1131,-0.0356,0.418,0.4114,0.4444
4,0.8,rf,91,649,162,0.1157,0.1251,0.0871,-0.0512,0.397,0.3867,0.4383
4,0.8,xgb,12345,649,162,0.0933,0.1083,0.0571,-0.0077,0.3983,0.3929,0.4198
4,0.8,xgb,1337,649,162,0.0751,0.0953,0.0528,-0.006,0.4094,0.4037,0.4321
4,0.8,xgb,2024,649,162,0.0646,0.078,0.0539,-0.0018,0.4328,0.4299,0.4444
4,0.8,xgb,3407,649,162,0.0963,0.1097,0.0877,-0.0084,0.4155,0.4145,0.4198
4,0.8,xgb,42,649,162,0.088,0.1066,0.0479,-0.0044,0.4106,0.4068,0.4259
4,0.8,xgb,512,649,162,0.0934,0.1038,0.0744,-0.0078,0.3896,0.3898,0.3889
4,0.8,xgb,6021,649,162,0.0934,0.1046,0.0653,-0.0036,0.4254,0.4284,0.4136
4,0.8,xgb,7,649,162,0.0736,0.0925,0.0562,-0.0036,0.4353,0.4314,0.4506
4,0.8,xgb,88,649,162,0.074,0.0905,0.0611,-0.003,0.4217,0.4191,0.4321
4,0.8,xgb,91,649,162,0.0862,0.1055,0.0514,-0.0041,0.4044,0.4022,0.4136
