dataset,realization,arch,seed,draw,ess,marg_unw,marg_ipw,focal_unw,focal_ipw,w_background,w_dos,w_nerisbotnet,w_scan11,w_scan44
ugr16,july_to_august,mlp,1337,0,59999.06258948444,0.92145,0.921438167474683,0.9313048099920276,0.9313048099920275,1.0026737967914439,0.9910147991543341,0.9965453095934095,1.0001333511134818,1.0017363429945239
ugr16,july_to_august,mlp,1337,1,59991.815339047134,0.92435,0.9244412977760158,0.9480706344015697,0.9480706344015697,1.0112245929821013,0.9902297332981251,0.9810333551340745,0.9952229299363058,0.9897070467141726
ugr16,july_to_august,mlp,1337,2,59998.95553849728,0.92615,0.9262749948296145,0.9448514719595045,0.9448514719595045,1.003948865537782,0.9965453095934095,0.999067536965499,0.993904055128545,0.9948269001193791
ugr16,july_to_august,mlp,1337,3,59988.94565866819,0.9222833333333333,0.9224985848558397,0.9417780201799837,0.9417780201799837,1.0054293183189222,0.9746588693957114,1.0226343059721843,0.9867122747006972,0.9957514604354754
ugr16,july_to_august,mlp,1337,4,59998.61115866826,0.9249,0.9250169698402407,0.9396125584502338,0.9396125584502337,0.99846901417826,1.0077936038699276,1.002004008016032,0.9910147991543341,1.0054967153773964
ugr16,july_to_august,mlp,1337,5,59999.00304609602,0.9212166666666667,0.9211264289770914,0.9406337745687926,0.9406337745687927,0.9983361064891847,1.0034787262510034,1.0028078620136383,1.0073875083948958,0.9931144067796611
ugr16,july_to_august,mlp,1337,6,59998.32805570678,0.9251166666666667,0.9250753024852216,0.9451818423148394,0.9451818423148395,1.0013016921998599,0.9903604912188037,0.9954871250331829,0.999067536965499,1.0101010101010102
ugr16,july_to_august,mlp,1337,7,59995.62738418629,0.9247333333333333,0.9248810376072608,0.9443246157994069,0.944324615799407,0.9995335510095289,0.9929829206937639,1.0110541925047183,0.984898227183191,1.0135135135135136
ugr16,july_to_august,mlp,1337,8,59997.61806759643,0.92455,0.9245196724043271,0.9446955596915714,0.9446955596915716,0.9991340837940452,0.9952229299363058,0.9970752459452275,0.9952229299363058,1.016260162601626
ugr16,july_to_august,mlp,1337,9,59997.30331800673,0.9245666666666666,0.924774904377091,0.946033024567056,0.9460330245670561,1.0018367006177993,1.0077936038699276,1.0068465565847766,0.9903604912188037,0.988012119615334
ugr16,july_to_august,mlp,2024,0,59998.084578035305,0.9254166666666667,0.9252462798576417,0.9398037655794219,0.9398037655794219,0.9965784141115502,1.0006671114076051,0.994431185361973,1.0087424344317417,1.0101010101010102
ugr16,july_to_august,mlp,2024,1,59991.88986769581,0.9257833333333333,0.926004958229976,0.9416038751345532,0.9416038751345532,0.9949588750331652,0.9986684420772303,1.0091496232508073,0.9864527160331448,1.0269752156647953
ugr16,july_to_august,mlp,2024,2,59995.510000404276,0.9235666666666666,0.9234936951677438,0.9412944637603637,0.9412944637603637,0.9933117012118403,1.0201305767138193,1.0029419630917358,1.0034787262510034,1.00080064051241
ugr16,july_to_august,mlp,2024,3,59999.11001990421,0.9243833333333333,0.9245054556360925,0.9408695652173913,0.9408695652173914,1.0022048506714771,1.00106780565937,1.0033444816053512,0.993904055128545,0.9929829206937639
ugr16,july_to_august,mlp,2024,4,59997.17522492293,0.9276333333333333,0.9275838466460293,0.9382975924220497,0.9382975924220499,1.0015691249624412,0.9931144067796611,0.9867122747006972,1.0026737967914439,1.0115996762881037
ugr16,july_to_august,mlp,2024,5,59995.09825657253,0.9260166666666667,0.9257443171897162,0.9421919958148052,0.9421919958148051,1.0025062656641603,0.992588671254632,0.9809050483913156,1.0139245640124375,1.0032102728731942
ugr16,july_to_august,mlp,2024,6,59995.62315499569,0.9256333333333333,0.9255959198046749,0.9431788079470199,0.9431788079470198,1.0074213371839216,0.9867122747006972,0.9933774834437087,1.0024057738572574,0.9884027411702688
ugr16,july_to_august,mlp,2024,7,59998.80487161658,0.92285,0.922756276818842,0.9405080213903744,0.9405080213903743,1.00106780565937,0.9887936717205009,1.0026737967914439,1.004553978033753,0.9998666844420744
ugr16,july_to_august,mlp,2024,8,59999.21859054242,0.9240666666666667,0.9242051504927828,0.9362869763083924,0.9362869763083924,1.001602564102564,0.9958836807860842,1.0038816758131441,0.9923260121725324,1.001602564102564
ugr16,july_to_august,mlp,2024,9,59995.03108339515,0.9257166666666666,0.9260198288331476,0.9435623749166111,0.9435623749166111,0.998003992015968,1.0057663939922221,1.0006671114076051,0.9836065573770493,1.0186065462447371
ugr16,july_to_august,mlp,3407,0,59996.31017213016,0.9309,0.9309943174381048,0.9449685534591195,0.9449685534591196,1.0025062656641603,1.0068465565847766,0.9827044025157232,0.9928514694201747,1.0080645161290323
ugr16,july_to_august,mlp,3407,1,59995.21512219234,0.9303,0.9300931632820622,0.9427521008403361,0.9427521008403361,1.0036465825833862,0.9884027411702688,0.9847689075630252,1.0146103896103895,0.9982696659124184
ugr16,july_to_august,mlp,3407,2,59993.7057161943,0.9259666666666667,0.9258440062454765,0.9386192754613807,0.9386192754613808,0.994431185361973,0.9957514604354754,1.0252904989747094,1.0069817400644467,0.9950908849674938
ugr16,july_to_august,mlp,3407,3,59997.82606822538,0.9284166666666667,0.9284919706068879,0.9488935721812434,0.9488935721812435,1.0046549010414922,1.0032102728731942,0.987881981032666,0.9954871250331829,0.9950908849674938
ugr16,july_to_august,mlp,3407,4,59997.911846230214,0.9276333333333333,0.9275554709910758,0.943530340924049,0.943530340924049,1.0012348563227982,0.9953550099535502,0.987231802027116,1.004823151125402,1.0079290417954576
ugr16,july_to_august,mlp,3407,5,59995.324960556354,0.9231833333333334,0.9230796426272113,0.9358904852263487,0.9358904852263488,0.9989677333422129,0.9820610187246301,1.0165356465166713,1.004419445560466,1.0017363429945239
ugr16,july_to_august,mlp,3407,6,59997.72883936241,0.9283833333333333,0.928462235956167,0.9354320160750167,0.9354320160750167,1.0013351134846462,0.9887936717205009,1.0046885465505693,0.9921947347532742,1.0092854259184498
ugr16,july_to_august,mlp,3407,7,59994.37115872405,0.9292833333333334,0.9293960824421765,0.9446041285602299,0.9446041285602299,1.0069141437873397,0.9950908849674938,0.9798798014110269,0.9912767644726408,1.0068465565847766
ugr16,july_to_august,mlp,3407,8,59997.14237930258,0.9273166666666667,0.9275880169587383,0.9367816091954023,0.9367816091954023,1.004217714400482,1.0022718161165307,1.0024057738572574,0.983477576711251,0.9953550099535502
ugr16,july_to_august,mlp,3407,9,59995.95834301017,0.9276,0.9274026575015916,0.9440785051754268,0.9440785051754268,0.9946619807035575,1.008471157724889,1.008200026885334,1.0143359480659995,0.9908838684106221
ugr16,july_to_august,mlp,42,0,59991.243915697356,0.9137833333333333,0.9131636289898293,0.9391527253103076,0.9391527253103077,0.9918339008827322,0.9906221106855104,1.0118726389638424,1.0255709011349652,1.0057663939922221
ugr16,july_to_august,mlp,42,1,59995.71970111303,0.9144833333333333,0.9144432535168174,0.9434464404524284,0.9434464404524285,0.9942993503910911,1.0208248264597795,0.998003992015968,1.001602564102564,1.0029419630917358
ugr16,july_to_august,mlp,42,2,59992.79443468726,0.91605,0.916339561118434,0.9440258342303552,0.9440258342303552,1.001669449081803,1.014061654948621,1.0091496232508073,0.9964129135113591,0.9746588693957114
ugr16,july_to_august,mlp,42,3,59995.54489489233,0.9126166666666666,0.9122125228320308,0.9375491996851221,0.9375491996851221,0.9994669509594883,0.9978712080894093,0.9839937024403044,1.0180534817429077,1.0028078620136383
ugr16,july_to_august,mlp,42,4,59995.04780792875,0.9145666666666666,0.9147220675062316,0.9474937177622008,0.9474937177622007,1.0017028949213664,0.9973404255319149,0.9919322840894061,0.9854158454867955,1.019160211985324
ugr16,july_to_august,mlp,42,5,59997.638676011346,0.9165166666666666,0.9164698748967167,0.9433606888201265,0.9433606888201265,1.001602564102564,0.9886633271816503,1.0090138571236378,1.0046885465505693,0.9915388683236384
ugr16,july_to_august,mlp,42,6,59996.36768058421,0.9127666666666666,0.9128025587846006,0.9443315725314912,0.9443315725314912,1.000566987959844,0.984898227183191,1.0158472165786265,0.998003992015968,0.9994669509594883
ugr16,july_to_august,mlp,42,7,59997.01670970616,0.91405,0.9138040327373309,0.9489176346356917,0.9489176346356918,0.9974067424695792,1.0002667377967458,0.9899683210137276,1.0046885465505693,1.0158472165786265
ugr16,july_to_august,mlp,42,8,59997.63191850953,0.9141166666666667,0.9144257237911836,0.9434343434343434,0.9434343434343434,1.0,1.0067114093959733,1.0101010101010102,0.9877518767285658,0.9957514604354754
ugr16,july_to_august,mlp,42,9,59996.47078257486,0.9133,0.9131162181192688,0.9440559440559441,0.9440559440559441,0.9975725734047153,1.00106780565937,0.9895764612745745,1.00106780565937,1.0184682237914178
ugr16,july_to_august,mlp,512,0,59996.41798556986,0.9045166666666666,0.9041953163286821,0.9422348484848485,0.9422348484848485,0.997042108411712,0.9886633271816503,1.0146103896103895,1.0101010101010102,0.9989344698987745
ugr16,july_to_august,mlp,512,1,59996.629297164036,0.9072666666666667,0.9075926306574972,0.9418511603094158,0.9418511603094157,1.0001333511134818,0.9977384594918186,1.0002667377967458,0.9860636339731791,1.0158472165786265
ugr16,july_to_august,mlp,512,2,59997.80269714794,0.9037666666666667,0.9037871161192217,0.9428991709013105,0.9428991709013105,1.0023387905111927,1.0005336179295625,1.0029419630917358,1.0032102728731942,0.984251968503937
ugr16,july_to_august,mlp,512,3,59992.615214901714,0.9057833333333334,0.9057891369514781,0.9419065223131766,0.9419065223131766,0.9967439696989833,1.0022718161165307,0.9902297332981251,0.9929829206937639,1.0285244103126714
ugr16,july_to_august,mlp,512,4,59997.09676311591,0.9066833333333333,0.9067173205594107,0.9403991013611736,0.9403991013611736,1.0026067776218168,1.0092854259184498,0.9911457645037665,1.003076100040123,0.9864527160331448
ugr16,july_to_august,mlp,512,5,59994.6959663037,0.90285,0.9023431810657326,0.9432155381710278,0.9432155381710278,0.9986684420772303,0.9846396218983852,1.0115996762881037,1.0168112798264641,0.9929829206937639
ugr16,july_to_august,mlp,512,6,59999.40529095219,0.9056833333333333,0.9054562485294073,0.9470955735743719,0.9470955735743719,0.9991673605328893,0.9964129135113591,0.9969427090256545,1.0064412238325282,1.0036130068245686
ugr16,july_to_august,mlp,512,7,59995.23398682739,0.9062166666666667,0.9064105642658794,0.9485294117647058,0.9485294117647058,0.9973735828983677,0.9976057462090983,1.0026737967914439,0.9889240506329113,1.0219375936776127
ugr16,july_to_august,mlp,512,8,59999.207991618394,0.9032,0.9034185841855139,0.941371534686298,0.9413715346862978,1.0018367006177993,1.0018701576275715,0.9948269001193791,0.9928514694201747,1.0032102728731942
ugr16,july_to_august,mlp,512,9,59999.60725795722,0.90485,0.9050653976841444,0.9434869739478958,0.9434869739478957,1.0008340283569641,1.002004008016032,1.002004008016032,0.9936406995230525,0.999067536965499
ugr16,july_to_august,mlp,6021,0,59998.80998540996,0.9233166666666667,0.9232625453503234,0.9444146079484426,0.9444146079484425,0.9963798199873791,1.0063061854286863,1.0069817400644467,1.0036130068245686,0.9977384594918186
ugr16,july_to_august,mlp,6021,1,59991.646143202044,0.9241333333333334,0.9246272369060597,0.9443192363780989,0.9443192363780988,1.0071507704703393,1.0133765707336846,0.9942993503910911,0.9765625,0.9882724996705758
ugr16,july_to_august,mlp,6021,2,59997.515878143786,0.92535,0.9251067641408682,0.9487556863794487,0.9487556863794488,0.9947939118612593,1.0026737967914439,1.0034787262510034,1.0143359480659995,1.0006671114076051
ugr16,july_to_august,mlp,6021,3,59994.14385416801,0.9220166666666667,0.9222351338194157,0.9423569023569024,0.9423569023569023,0.996710854181202,1.0219375936776127,1.0101010101010102,0.9912767644726408,0.9906221106855104
ugr16,july_to_august,mlp,6021,4,59997.830990490744,0.9226,0.9226995368818599,0.9409327809701992,0.9409327809701993,1.0049914575726107,0.9911457645037665,1.0022718161165307,0.9965453095934095,0.9903604912188037
ugr16,july_to_august,mlp,6021,5,59998.7106584854,0.9244,0.9245023045800892,0.939556031024338,0.939556031024338,1.0029754939654307,0.9911457645037665,1.0029419630917358,0.9931144067796611,1.00106780565937
ugr16,july_to_august,mlp,6021,6,59998.459147053516,0.9226666666666666,0.9226606554281656,0.9466102814853972,0.9466102814853973,1.004553978033753,0.9942993503910911,0.9911457645037665,0.9998666844420744,0.9966777408637874
ugr16,july_to_august,mlp,6021,7,59996.24404445554,0.9265833333333333,0.9268120775771688,0.9469338026262353,0.9469338026262353,1.0004668845461215,1.0052271813429834,1.0152971436307026,0.9889240506329113,0.9891849116328146
ugr16,july_to_august,mlp,6021,8,59993.79148616423,0.9249166666666667,0.9246040595730438,0.9394424436441243,0.9394424436441244,0.992621513416934,1.015709642470206,1.0004001600640255,1.0187449062754685,0.9954871250331829
ugr16,july_to_august,mlp,6021,9,59992.9267790374,0.9188333333333333,0.9190074130625417,0.9449216087252897,0.9449216087252897,1.0020709466230209,0.9937723598780973,1.0224948875255624,0.9954871250331829,0.9809050483913156
ugr16,july_to_august,mlp,7,0,59994.4460678254,0.9088166666666667,0.9093608700296145,0.9478955203681148,0.9478955203681148,1.0018701576275715,0.997473068227158,1.0150223304912709,0.9780907668231612,1.0026737967914439
ugr16,july_to_august,mlp,7,1,59997.57786720344,0.91035,0.9102408845371961,0.9514036016949152,0.9514036016949152,0.9995668543631093,0.9945630552977058,0.9931144067796611,0.9986684420772303,1.015709642470206
ugr16,july_to_august,mlp,7,2,59996.24808763788,0.9121666666666667,0.9117798841387097,0.941674381695543,0.9416743816955429,0.9947939118612593,1.008471157724889,0.9919322840894061,1.0148849797023005,1.0060362173038229
ugr16,july_to_august,mlp,7,3,59998.6404183,0.9124166666666667,0.9126467643119213,0.9354838709677419,0.935483870967742,1.004419445560466,0.9997334044254865,0.9956192751891677,0.9928514694201747,0.9942993503910911
ugr16,july_to_august,mlp,7,4,59999.06796684749,0.909,0.909186246958056,0.9347009922231161,0.9347009922231163,0.9989677333422129,1.0057663939922221,1.005631536604988,0.992588671254632,1.0002667377967458
ugr16,july_to_august,mlp,7,5,59999.0906263656,0.9144833333333333,0.9144489942641846,0.948239060832444,0.9482390608324439,0.9972409666589104,1.0037473233404712,1.0005336179295625,0.9982696659124184,1.008606777837547
ugr16,july_to_august,mlp,7,6,59996.804257174976,0.9164166666666667,0.9163917674194003,0.9500339443312966,0.9500339443312966,0.9976057462090983,0.9937723598780973,1.0183299389002036,1.0029419630917358,0.9949588750331652
ugr16,july_to_august,mlp,7,7,59998.790505211706,0.9125666666666666,0.9123526723275327,0.9439563365282215,0.9439563365282215,0.9963136395337252,1.002539767410774,0.998402555910543,1.0063061854286863,1.0076582023377672
ugr16,july_to_august,mlp,7,8,59999.16356194217,0.9100666666666667,0.9102101660689601,0.9406453326251494,0.9406453326251495,1.0036130068245686,0.996810207336523,0.9958836807860842,0.9945630552977058,0.998402555910543
ugr16,july_to_august,mlp,7,9,59997.32083042824,0.9114,0.9111407653415581,0.9456177402323126,0.9456177402323126,0.9983028850953379,1.0087424344317417,0.9899683210137276,1.0124190064794816,0.9960159362549801
ugr16,july_to_august,mlp,88,0,59994.932689357134,0.9231666666666667,0.9232998723153684,0.9387588459444747,0.9387588459444747,1.0002000400080016,0.9900990099009901,1.0206859009254219,0.9876218066894917,1.0014688209373748
ugr16,july_to_august,mlp,88,1,59992.31244934122,0.9199833333333334,0.9204519943110702,0.9474107861550846,0.9474107861550845,1.0023387905111927,1.0144731502772892,1.0061711832573115,0.9728888312362174,0.9981368112856002
ugr16,july_to_august,mlp,88,2,59999.578659539024,0.92205,0.9220228143563077,0.946576072475353,0.946576072475353,0.9980371935194118,1.0060362173038229,0.9992006394884093,1.0017363429945239,1.000934205258241
ugr16,july_to_august,mlp,88,3,59997.2404615756,0.9213333333333333,0.9213052514119368,0.9417857611118395,0.9417857611118394,1.0043858180722487,0.9978712080894093,0.9833486298675758,1.0021378941742383,0.9994669509594883
ugr16,july_to_august,mlp,88,4,59996.32561390504,0.9225833333333333,0.9225989332977202,0.9443323920935861,0.9443323920935862,0.9976389212197799,0.9941675503711559,1.008471157724889,0.9906221106855104,1.01667344448963
ugr16,july_to_august,mlp,88,5,59994.36726814872,0.9185833333333333,0.9186665093682232,0.9439166006861969,0.9439166006861969,1.005126143330988,1.0053619302949062,0.9897070467141726,1.006576298483425,0.9786012526096033
ugr16,july_to_august,mlp,88,6,59996.57408966082,0.92005,0.9199797021530798,0.9422294548413345,0.9422294548413345,0.9977052778609199,0.9889240506329113,1.017087062652563,1.004823151125402,0.998801438274071
ugr16,july_to_august,mlp,88,7,59997.01919393165,0.9217166666666666,0.9215084577427014,0.952650269630409,0.9526502696304089,1.0014353907267082,0.9970752459452275,0.9864527160331448,1.013787510137875,0.9973404255319149
ugr16,july_to_august,mlp,88,8,59994.30002591159,0.9240666666666667,0.9239781004568811,0.9424217907227616,0.9424217907227616,0.9945960282465272,0.9946949602122015,1.0113268608414239,0.9946949602122015,1.021659174499387
ugr16,july_to_august,mlp,88,9,59998.95256178988,0.9215,0.9215139855327688,0.9462698626447617,0.9462698626447617,0.9976389212197799,0.998801438274071,1.0099649878804202,0.997473068227158,1.0033444816053512
ugr16,july_to_august,mlp,91,0,59997.59773406184,0.9254166666666667,0.9252318775989503,0.9490783715687574,0.9490783715687574,1.0,0.9903604912188037,0.9945630552977058,1.014061654948621,1.0013351134846462
ugr16,july_to_august,mlp,91,1,59991.747940945934,0.92315,0.922752145999945,0.9422180801491147,0.9422180801491147,0.9965784141115502,0.9860636339731791,0.998535481294102,1.0296540362438222,1.0005336179295625
ugr16,july_to_august,mlp,91,2,59994.775246547426,0.9239,0.9238338111338129,0.9462804297565619,0.9462804297565618,0.9922603691208572,1.0059012875536482,1.0199918400652794,1.0053619302949062,1.0004001600640255
ugr16,july_to_august,mlp,91,3,59993.92744228314,0.9223666666666667,0.9224627613490257,0.9432831846624951,0.943283184662495,1.0014353907267082,1.0087424344317417,0.998535481294102,1.011736139214893,0.9760541384695471
ugr16,july_to_august,mlp,91,4,59999.46609662158,0.9221333333333334,0.9222114972205009,0.9453187516671112,0.9453187516671112,1.0026737967914439,0.9965453095934095,1.0002667377967458,0.9950908849674938,0.997473068227158
ugr16,july_to_august,mlp,91,5,59998.174845585905,0.9243333333333333,0.9244793802590668,0.9472207375734901,0.9472207375734901,1.001401962747847,1.0064412238325282,1.0021378941742383,0.9997334044254865,0.9863229879011046
ugr16,july_to_august,mlp,91,6,59999.05913324438,0.92325,0.9231473022685363,0.9369441125713527,0.9369441125713528,0.9993670675239016,0.9966777408637874,0.9956192751891677,1.0006671114076051,1.0096930533117934
ugr16,july_to_august,mlp,91,7,59999.15759630308,0.9236,0.923498471080997,0.9427537203378469,0.9427537203378469,0.9975062344139651,0.9958836807860842,1.0054967153773964,1.0054967153773964,1.0032102728731942
ugr16,july_to_august,mlp,91,8,59996.889150399365,0.9243333333333333,0.9243033989202138,0.9423634924821946,0.9423634924821948,1.0046549010414922,0.9885330170027679,0.9891849116328146,0.9961482268561562,1.0079290417954576
ugr16,july_to_august,mlp,91,9,59997.714849045515,0.9256333333333333,0.9255204480824615,0.9421661409043113,0.9421661409043113,0.9994003597841296,1.004419445560466,0.9858044164037855,1.0052271813429834,1.0072522159548751
ugr16,july_to_august,rf,12345,0,59996.77050518565,0.8513666666666667,0.8504492620885833,0.952101400933956,0.9521014009339559,0.9935748824269723,1.0111905082917623,1.0006671114076051,1.0115996762881037,1.0026737967914439
ugr16,july_to_august,rf,12345,1,59998.02696333568,0.8502666666666666,0.850746893576286,0.9526627218934911,0.9526627218934911,0.9972741174124061,1.005631536604988,1.008606777837547,0.9906221106855104,1.0063061854286863
ugr16,july_to_august,rf,12345,2,59997.500340204926,0.8502666666666666,0.8498767374297679,0.9471764388003242,0.9471764388003242,0.9954540929754123,0.9956192751891677,1.0132396649554174,1.0024057738572574,1.0072522159548751
ugr16,july_to_august,rf,12345,3,59997.456771455356,0.8478333333333333,0.8475692718749209,0.9438885884261763,0.9438885884261763,0.9955201592832256,1.0032102728731942,1.014061654948621,1.005631536604988,0.9953550099535502
ugr16,july_to_august,rf,12345,4,59997.62115110087,0.84955,0.8502582100760334,0.9536012948475856,0.9536012948475857,1.001903616872057,0.9976057462090983,1.0115996762881037,0.9953550099535502,0.9881422924901185
ugr16,july_to_august,rf,12345,5,59997.062187908574,0.8486,0.8486122028008429,0.9472355130249868,0.9472355130249869,1.0022048506714771,0.9874917709019092,0.996810207336523,0.9941675503711559,1.0131027961637173
ugr16,july_to_august,rf,12345,6,59997.89868383662,0.8500166666666666,0.8493446508859125,0.9519062373703354,0.9519062373703354,0.9953219866626855,0.9969427090256545,1.0103731644887513,1.0079290417954576,1.0037473233404712
ugr16,july_to_august,rf,12345,7,59995.466217467976,0.8468833333333333,0.8470073960751155,0.9409216226860969,0.9409216226860969,0.9997667210984104,1.0096930533117934,0.9846396218983852,0.9924573243350535,1.014747666080368
ugr16,july_to_august,rf,12345,8,59994.36859813999,0.8501666666666666,0.8487759179253462,0.9438686229640597,0.9438686229640598,0.9942004971002485,0.9873617693522908,1.0095571409341768,1.014747666080368,1.0122823592927521
ugr16,july_to_august,rf,12345,9,59995.130805060035,0.8483,0.847109092766229,0.9426880129153774,0.9426880129153773,0.9946290033817385,1.0004001600640255,1.0090138571236378,1.0201305767138193,0.992588671254632
ugr16,july_to_august,rf,1337,0,59997.65114669727,0.8501666666666666,0.8510743467822118,0.9453860640301318,0.9453860640301319,1.003378039399311,0.9929829206937639,1.0088781275221954,0.9889240506329113,0.9960159362549801
ugr16,july_to_august,rf,1337,1,59990.21043518587,0.8521833333333333,0.8506299332080062,0.9475670575549265,0.9475670575549265,0.9979707927214664,0.9827044025157232,1.0109179134654267,1.0273972602739725,0.9884027411702688
ugr16,july_to_august,rf,1337,2,59998.925666931435,0.8492666666666666,0.8486080921464758,0.9484824281150159,0.9484824281150162,0.9971415276208204,1.004150488686571,0.998402555910543,1.0095571409341768,0.9994669509594883
ugr16,july_to_august,rf,1337,3,59998.59865981829,0.8476333333333333,0.8483377905500257,0.9528213376223026,0.9528213376223027,0.9999666677777408,1.002539767410774,1.0052271813429834,0.9884027411702688,1.004150488686571
ugr16,july_to_august,rf,1337,4,59990.27729497904,0.8489,0.8488301183972589,0.9460777672402113,0.9460777672402113,1.0015356880550177,0.9711252104104622,1.016122476629183,0.9954871250331829,1.0124190064794816
ugr16,july_to_august,rf,1337,5,59997.27131515873,0.85095,0.8506168025675782,0.9538216560509554,0.9538216560509555,1.0015356880550177,0.986971969996052,0.9952229299363058,0.999333777481679,1.0126924115581961
ugr16,july_to_august,rf,1337,6,59997.258615388186,0.8484,0.8485504855917628,0.9504606756576311,0.9504606756576315,0.9977052778609199,1.00080064051241,1.0014688209373748,0.9910147991543341,1.016260162601626
ugr16,july_to_august,rf,1337,7,59997.355925974676,0.85015,0.849307474675397,0.9484453893170343,0.9484453893170343,0.9995668543631093,0.998402555910543,0.9965453095934095,1.016122476629183,0.9910147991543341
ugr16,july_to_august,rf,1337,8,59996.774688576625,0.8487666666666667,0.849532976563542,0.9494374586366645,0.9494374586366644,1.0050924685071025,0.9936406995230525,0.9927200529450694,0.9865824782951854,1.007116959849604
ugr16,july_to_august,rf,1337,9,59995.49809532046,0.8485833333333334,0.8487263803007761,0.9505857008213275,0.9505857008213277,0.9937394415184339,1.0095571409341768,1.0098290022889458,0.9921947347532742,1.014061654948621
ugr16,july_to_august,rf,2024,0,59997.13778173099,0.8498666666666667,0.8501621380466765,0.9536109646810754,0.9536109646810753,1.0050251256281406,0.9921947347532742,0.9884027411702688,0.9933774834437087,1.0063061854286863
ugr16,july_to_august,rf,2024,1,59996.86790952795,0.8501833333333333,0.849440730587629,0.9493044408774746,0.9493044408774747,1.0009676020152813,0.986971969996052,1.0032102728731942,1.0135135135135136,0.9928514694201747
ugr16,july_to_august,rf,2024,2,59999.67621743402,0.8474666666666667,0.8474360937688713,0.9411137756461497,0.9411137756461497,0.998535481294102,1.004150488686571,0.9992006394884093,0.9986684420772303,1.0038816758131441
ugr16,july_to_august,rf,2024,3,59997.50446768703,0.8486,0.8489032196716619,0.9461835620087918,0.9461835620087918,0.9986019572598361,1.0158472165786265,0.999067536965499,0.9997334044254865,0.9912767644726408
ugr16,july_to_august,rf,2024,4,59998.89370160851,0.85,0.8501137005158044,0.9452670544685352,0.9452670544685352,1.001669449081803,0.9996001599360256,0.9915388683236384,0.9956192751891677,1.0067114093959733
ugr16,july_to_august,rf,2024,5,59998.0747971564,0.8487333333333333,0.8495609322129222,0.951154052603328,0.951154052603328,1.001669449081803,1.0052271813429834,1.0064412238325282,0.9933774834437087,0.9885330170027679
ugr16,july_to_august,rf,2024,6,59997.15249469062,0.8477833333333333,0.8470205888351239,0.9463369722477969,0.9463369722477968,1.0014353907267082,0.9923260121725324,0.9864527160331448,1.007116959849604,1.0087424344317417
ugr16,july_to_august,rf,2024,7,59996.723445262076,0.84985,0.8499638147586481,0.948769128409847,0.9487691284098471,0.996049005611076,1.0121457489878543,0.998003992015968,0.9928514694201747,1.0132396649554174
ugr16,july_to_august,rf,2024,8,59998.739912741905,0.8502166666666666,0.8493995547092201,0.9503791406146069,0.9503791406146072,0.9972409666589104,1.0014688209373748,0.9977384594918186,1.0114632501685772,1.0005336179295625
ugr16,july_to_august,rf,2024,9,59994.42983489272,0.8494833333333334,0.8483642827250009,0.9461877420216317,0.9461877420216318,0.991768322919766,1.015572105619499,1.0014688209373748,1.0151597184623715,1.0014688209373748
