dataset,realization,seed,arch,protocol,class,alpha,coverage,set_size,nominal
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,REC,DoS,0.05,1.0,1.9276,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,REC,Benign,0.1,0.8996,1.8996,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,REC,DoS,0.1,1.0,1.8962,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,REC,Benign,0.2,0.7995,1.7995,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,REC,DoS,0.2,1.0,1.8193,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,Benign,0.05,0.9502,1.9502,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,DoS,0.05,1.0,1.9274,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,DoS,0.1,1.0,1.8969,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,Benign,0.2,0.8005,1.8005,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,TSC,DoS,0.2,1.0,1.8197,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,Benign,0.05,0.9496,0.9499,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,DoS,0.05,0.2653,1.1927,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,Benign,0.1,0.8996,0.8998,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,DoS,0.1,0.172,1.0685,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,Benign,0.2,0.7991,0.7992,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,xgb,SHC,DoS,0.2,0.0416,0.8605,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,Benign,0.05,0.9513,1.9513,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,DoS,0.05,1.0,1.9002,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,Benign,0.1,0.9011,1.9011,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,DoS,0.1,1.0,1.8533,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,Benign,0.2,0.802,1.802,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,REC,DoS,0.2,1.0,1.76,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,Benign,0.05,0.9503,1.9503,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,DoS,0.05,1.0,1.8993,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,DoS,0.1,1.0,1.8526,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,Benign,0.2,0.8015,1.8015,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,TSC,DoS,0.2,1.0,1.7593,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,Benign,0.05,0.9501,0.9502,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,DoS,0.05,0.0529,0.9522,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,Benign,0.1,0.8992,0.8993,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,DoS,0.1,0.0492,0.9006,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,Benign,0.2,0.8014,0.8016,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,3407,mlp,SHC,DoS,0.2,0.0428,0.8027,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,Benign,0.05,0.9505,1.9505,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,DoS,0.05,1.0,1.9289,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,Benign,0.1,0.8999,1.8999,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,DoS,0.1,1.0,1.8949,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,Benign,0.2,0.7988,1.7988,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,REC,DoS,0.2,1.0,1.8201,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,Benign,0.05,0.9508,1.9508,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,DoS,0.05,1.0,1.9294,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,Benign,0.1,0.9009,1.9009,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,DoS,0.1,1.0,1.8954,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,Benign,0.2,0.8011,1.8011,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,TSC,DoS,0.2,1.0,1.8219,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,Benign,0.05,0.9509,0.951,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,DoS,0.05,0.2707,1.1998,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,Benign,0.1,0.9013,0.9014,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,DoS,0.1,0.2169,1.1128,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,Benign,0.2,0.8011,0.8012,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,rf,SHC,DoS,0.2,0.1218,0.9434,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,Benign,0.05,0.9497,1.9497,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,DoS,0.05,1.0,1.9275,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,Benign,0.1,0.8991,1.8991,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,DoS,0.1,1.0,1.8945,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,Benign,0.2,0.7996,1.7996,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,REC,DoS,0.2,1.0,1.8182,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,DoS,0.05,1.0,1.9279,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,DoS,0.1,1.0,1.8952,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,Benign,0.2,0.8006,1.8006,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,TSC,DoS,0.2,1.0,1.8189,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,Benign,0.05,0.9494,0.9496,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,DoS,0.05,0.2697,1.1968,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,Benign,0.1,0.8994,0.8996,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,DoS,0.1,0.1705,1.0655,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,Benign,0.2,0.7993,0.7994,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,xgb,SHC,DoS,0.2,0.0397,0.8575,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,Benign,0.05,0.9507,1.9507,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,DoS,0.05,1.0,1.6019,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,Benign,0.1,0.9005,1.9005,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,DoS,0.1,1.0,1.572,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,Benign,0.2,0.8002,1.8002,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,REC,DoS,0.2,1.0,1.5092,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,Benign,0.05,0.9506,1.9506,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,DoS,0.05,1.0,1.6017,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,Benign,0.1,0.9002,1.9002,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,DoS,0.1,1.0,1.5716,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,Benign,0.2,0.799,1.799,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,TSC,DoS,0.2,1.0,1.5081,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,Benign,0.05,0.9502,0.9504,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,DoS,0.05,0.3522,0.9537,0.95
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,Benign,0.1,0.9003,0.9005,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,DoS,0.1,0.3354,0.9072,0.9
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,Benign,0.2,0.7992,0.7994,0.8
cicids2017,R4_holdout_Slowloris_Slowhttptest,12345,mlp,SHC,DoS,0.2,0.298,0.8065,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,Benign,0.05,0.9498,1.9498,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,DoS,0.05,1.0,1.672,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,Benign,0.1,0.8994,1.8994,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,DoS,0.1,1.0,1.6533,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,Benign,0.2,0.7996,1.7996,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,REC,DoS,0.2,1.0,1.6147,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,Benign,0.05,0.9505,1.9505,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,DoS,0.05,1.0,1.672,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,Benign,0.1,0.9005,1.9005,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,DoS,0.1,1.0,1.6537,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,Benign,0.2,0.8016,1.8016,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,TSC,DoS,0.2,1.0,1.6154,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,Benign,0.05,0.949,0.9492,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,DoS,0.05,0.5726,1.2444,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,Benign,0.1,0.8992,0.8993,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,DoS,0.1,0.5151,1.1684,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,Benign,0.2,0.801,0.8011,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,rf,SHC,DoS,0.2,0.4022,1.0172,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,DoS,0.05,1.0,1.3571,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,Benign,0.1,0.8998,1.8998,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,DoS,0.1,1.0,1.341,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,Benign,0.2,0.8013,1.1014,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,REC,DoS,0.2,0.8609,1.1726,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,DoS,0.05,1.0,1.357,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,DoS,0.1,1.0,1.341,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,Benign,0.2,0.8008,1.3009,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,TSC,DoS,0.2,0.8963,1.2077,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,Benign,0.05,0.9503,0.9504,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,DoS,0.05,0.7234,1.0807,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,Benign,0.1,0.9008,0.9009,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,DoS,0.1,0.6673,1.0086,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,Benign,0.2,0.8011,0.8011,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,xgb,SHC,DoS,0.2,0.5702,0.8818,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,DoS,0.05,1.0,1.3931,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,Benign,0.1,0.8984,1.8984,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,DoS,0.1,1.0,1.3662,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,Benign,0.2,0.7982,1.7982,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,REC,DoS,0.2,1.0,1.3153,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,Benign,0.05,0.9493,1.9493,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,DoS,0.05,1.0,1.3931,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,Benign,0.1,0.8989,1.8989,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,DoS,0.1,1.0,1.3668,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,Benign,0.2,0.7983,1.7983,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,TSC,DoS,0.2,1.0,1.3156,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,Benign,0.05,0.9499,0.9501,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,DoS,0.05,0.6223,1.0155,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,Benign,0.1,0.9,0.9001,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,DoS,0.1,0.5905,0.9575,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,Benign,0.2,0.7998,0.8,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,42,mlp,SHC,DoS,0.2,0.5252,0.8414,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,Benign,0.05,0.9498,1.9498,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,DoS,0.05,1.0,1.6798,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,Benign,0.1,0.9001,1.9001,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,DoS,0.1,1.0,1.6586,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,Benign,0.2,0.8007,1.8007,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,REC,DoS,0.2,1.0,1.6189,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,Benign,0.05,0.9498,1.9498,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,DoS,0.05,1.0,1.6798,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,Benign,0.1,0.8995,1.8995,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,DoS,0.1,1.0,1.6585,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,Benign,0.2,0.8007,1.8007,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,TSC,DoS,0.2,1.0,1.619,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,Benign,0.05,0.9501,0.9502,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,DoS,0.05,0.5689,1.2489,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,Benign,0.1,0.9001,0.9002,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,DoS,0.1,0.5191,1.1777,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,Benign,0.2,0.7996,0.7997,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,rf,SHC,DoS,0.2,0.4202,1.0389,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,Benign,0.05,0.9501,1.9501,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,DoS,0.05,1.0,1.3553,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,Benign,0.1,0.9,1.9,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,DoS,0.1,1.0,1.3401,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,Benign,0.2,0.7998,1.0,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,REC,DoS,0.2,0.8401,1.1497,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,DoS,0.05,1.0,1.3552,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,Benign,0.1,0.9005,1.9005,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,DoS,0.1,1.0,1.3401,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,Benign,0.2,0.8002,1.4002,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,TSC,DoS,0.2,0.9198,1.2294,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,Benign,0.05,0.9507,0.9509,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,DoS,0.05,0.7232,1.0787,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,Benign,0.1,0.9013,0.9014,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,DoS,0.1,0.6676,1.0079,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,Benign,0.2,0.8015,0.8016,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,xgb,SHC,DoS,0.2,0.5738,0.8838,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,Benign,0.05,0.9496,1.9496,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,DoS,0.05,1.0,1.4251,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,Benign,0.1,0.8996,1.8996,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,DoS,0.1,1.0,1.4057,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,Benign,0.2,0.7996,1.7996,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,REC,DoS,0.2,1.0,1.3653,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,DoS,0.05,1.0,1.4254,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,Benign,0.1,0.9007,1.9007,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,DoS,0.1,1.0,1.4058,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,Benign,0.2,0.8011,1.8011,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,TSC,DoS,0.2,1.0,1.3658,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,Benign,0.05,0.9501,0.9503,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,DoS,0.05,0.6311,1.0565,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,Benign,0.1,0.9001,0.9003,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,DoS,0.1,0.5877,0.9934,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,Benign,0.2,0.7995,0.7997,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,1337,mlp,SHC,DoS,0.2,0.5092,0.8744,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,Benign,0.05,0.9508,1.9508,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,DoS,0.05,1.0,1.6553,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,Benign,0.1,0.9004,1.9004,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,DoS,0.1,1.0,1.6313,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,Benign,0.2,0.8005,1.8005,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,REC,DoS,0.2,1.0,1.5854,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,Benign,0.05,0.9505,1.9505,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,DoS,0.05,1.0,1.655,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,Benign,0.1,0.9,1.9,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,DoS,0.1,1.0,1.6312,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,Benign,0.2,0.7992,1.7992,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,TSC,DoS,0.2,1.0,1.5845,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,Benign,0.05,0.9504,0.9506,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,DoS,0.05,0.5656,1.2209,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,Benign,0.1,0.9005,0.9007,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,DoS,0.1,0.5064,1.1378,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,Benign,0.2,0.8001,0.8003,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,rf,SHC,DoS,0.2,0.3931,0.978,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,Benign,0.05,0.9495,1.9495,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,DoS,0.05,1.0,1.351,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,Benign,0.1,0.8993,1.8993,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,DoS,0.1,1.0,1.3366,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,Benign,0.2,0.7993,1.1994,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,REC,DoS,0.2,0.8795,1.1876,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,Benign,0.05,0.9499,1.9499,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,DoS,0.05,1.0,1.3511,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,Benign,0.1,0.8999,1.8999,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,DoS,0.1,1.0,1.3368,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,Benign,0.2,0.7994,1.0995,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,TSC,DoS,0.2,0.8555,1.1634,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,Benign,0.05,0.9503,0.9505,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,DoS,0.05,0.7208,1.0719,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,Benign,0.1,0.9001,0.9002,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,DoS,0.1,0.6661,1.003,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,Benign,0.2,0.7991,0.7992,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,xgb,SHC,DoS,0.2,0.5735,0.8813,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,Benign,0.05,0.951,1.951,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,DoS,0.05,1.0,1.3965,0.95
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,Benign,0.1,0.9012,1.9012,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,DoS,0.1,1.0,1.3665,0.9
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,Benign,0.2,0.8006,1.8006,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,REC,DoS,0.2,1.0,1.32,0.8
cicids2017,R5_holdout_GoldenEye_Slowloris,2024,mlp,TSC,Benign,0.05,0.9506,1.9506,0.95
