rung,realization,ess_marginal,n_eval,w_Normal,w_DoS,w_Probe,w_R2L,w_U2R
0.2,11,2039.314577982831,2331,1.2362952524610986,1.1009237655839421,0.8660848538644894,0.061893947413159865,0.17272149888853605
0.2,12,2038.4051281959669,2331,1.2362952524610986,1.1023516822708215,0.8660848538644894,0.061893947413159865,0.14393458240711338
0.2,13,2039.5277351015432,2333,1.2373559948484527,1.1032975009600288,0.8599209597515516,0.06173917645813485,0.17286969408277758
0.2,14,2039.9056036234203,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
0.2,15,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.2,16,2038.3861172398497,2330,1.2357648812674218,1.101878772926218,0.8657133030906308,0.06186739488316708,0.17264740129141526
0.2,17,2038.9605043945007,2332,1.2368256236547759,1.102824591615425,0.8629905790197947,0.06171271303059172,0.17279559648565682
0.2,18,2040.8300961153657,2333,1.2373559948484527,1.1004429149290842,0.863360643590558,0.062156333055824964,0.14405807840231466
0.2,19,2040.4572363597076,2334,1.2378863660421298,1.102340655887139,0.8602895499614751,0.06176563988567799,0.17294379167989837
0.4,0,2040.8330425097752,2334,1.2378863660421298,1.100914600704879,0.8637307081613211,0.061973605003138185,0.14411982639991533
0.4,1,2039.8996962404128,2331,1.2362952524610986,1.1009237655839421,0.8626205144490314,0.062313567395621966,0.14393458240711338
0.4,2,2039.9056036234206,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
0.4,3,2038.9575831426148,2331,1.2362952524610986,1.1023516822708215,0.8626205144490314,0.061893947413159865,0.17272149888853605
0.4,4,2038.3861172398497,2330,1.2357648812674218,1.101878772926218,0.8657133030906308,0.06186739488316708,0.17264740129141526
0.4,5,2040.8110399001746,2332,1.2368256236547759,1.0999712291532895,0.8629905790197947,0.06212969082133897,0.17279559648565682
0.4,6,2039.8520997966366,2329,1.2352345100737447,1.0999791720484775,0.8618803853075051,0.06226010230133143,0.21571662961786808
0.4,7,2039.889488583536,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.06173917645813485,0.17286969408277758
0.4,8,2038.3890368544662,2331,1.2362952524610986,1.1023516822708215,0.8660848538644894,0.06168624960304859,0.17272149888853605
0.4,9,2039.9085275924335,2334,1.2378863660421298,1.102340655887139,0.8637307081613211,0.06176563988567799,0.14411982639991533
0.4,10,2038.9901918465093,2333,1.2373559948484527,1.1032975009600288,0.863360643590558,0.061947052473145414,0.12347835291626971
0.4,11,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.4,12,2039.8580069039758,2331,1.2362952524610986,1.1009237655839421,0.8626205144490314,0.061893947413159865,0.21590187361067004
0.4,13,2039.9056036234203,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
0.4,14,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.4,15,2038.9736637233061,2331,1.2362952524610986,1.1023516822708215,0.8626205144490314,0.06210304858685297,0.14393458240711338
0.4,16,2040.8359691381474,2335,1.2384167372358068,1.1013862864806736,0.8641007727320843,0.06179210331322113,0.14418157439751597
0.4,17,2041.7589253448432,2335,1.2384167372358068,1.0999633067823782,0.8641007727320843,0.06200015753313097,0.14418157439751597
0.4,18,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.4,19,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.6,0,2037.4721501464794,2329,1.2352345100737447,1.102836260807045,0.8653417523167721,0.06204976411788098,0.14381108641191206
0.6,1,2038.9795260661906,2333,1.2373559948484527,1.1032975009600288,0.863360643590558,0.06173917645813485,0.14405807840231466
0.6,2,2040.8271297539952,2332,1.2368256236547759,1.0999712291532895,0.8629905790197947,0.06234029994276723,0.143996330404714
0.6,3,2039.9056036234206,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
0.6,4,2040.4513655165197,2332,1.2368256236547759,1.1013960623516745,0.8595523695416282,0.06212969082133897,0.17279559648565682
0.6,5,2039.9026599063272,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.06212969082133897,0.143996330404714
0.6,6,2039.9056036234206,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
0.6,7,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.6,8,2040.813986239561,2333,1.2373559948484527,1.1004429149290842,0.863360643590558,0.061947052473145414,0.17286969408277758
0.6,9,2040.4227919352477,2331,1.2362952524610986,1.1009237655839421,0.8591837793317046,0.06210304858685297,0.21590187361067004
0.6,10,2038.9575831426143,2331,1.2362952524610986,1.1023516822708215,0.8626205144490314,0.061893947413159865,0.17272149888853605
0.6,11,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.6,12,2039.9250315598094,2336,1.2389471084294839,1.1032852494226038,0.8644708373028475,0.06161181568143061,0.12363713348152852
0.6,13,2039.5409017531363,2332,1.2368256236547759,1.102824591615425,0.8595523695416282,0.06212969082133897,0.143996330404714
0.6,14,2040.8169128132783,2334,1.2378863660421298,1.100914600704879,0.8637307081613211,0.06176563988567799,0.17294379167989837
0.6,15,2039.902659906328,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.06212969082133897,0.143996330404714
0.6,16,2040.8330425097752,2334,1.2378863660421298,1.100914600704879,0.8637307081613211,0.061973605003138185,0.14411982639991533
0.6,17,2039.3306641950362,2331,1.2362952524610986,1.1009237655839421,0.8660848538644894,0.06210304858685297,0.14393458240711338
0.6,18,2040.467449699437,2332,1.2368256236547759,1.1013960623516745,0.8595523695416282,0.06234029994276723,0.143996330404714
0.6,19,2040.4513655165194,2332,1.2368256236547759,1.1013960623516745,0.8595523695416282,0.06212969082133897,0.17279559648565682
0.8,0,2039.330664195037,2331,1.2362952524610986,1.1009237655839421,0.8660848538644894,0.06210304858685297,0.14393458240711338
0.8,1,2037.8293670866465,2330,1.2357648812674218,1.101878772926218,0.8692040825385768,0.06186739488316708,0.1438728344095127
0.8,2,2038.9766047597989,2332,1.2368256236547759,1.102824591615425,0.8629905790197947,0.061920499943152636,0.143996330404714
0.8,3,2039.3145779828308,2331,1.2362952524610986,1.1009237655839421,0.8660848538644894,0.061893947413159865,0.17272149888853605
0.8,4,2038.9766047597984,2332,1.2368256236547759,1.102824591615425,0.8629905790197947,0.061920499943152636,0.143996330404714
0.8,5,2038.383177906557,2329,1.2352345100737447,1.1014058635816144,0.8653417523167721,0.06204976411788098,0.1725733036942945
0.8,6,2039.3336062615026,2332,1.2368256236547759,1.1013960623516745,0.866456404638348,0.061920499943152636,0.143996330404714
0.8,7,2039.8865646691029,2332,1.2368256236547759,1.1013960623516745,0.8629905790197947,0.061920499943152636,0.17279559648565682
0.8,8,2040.260524987763,2333,1.2373559948484527,1.1004429149290842,0.8668279554122067,0.061947052473145414,0.14405807840231466
0.8,9,2039.919203094094,2334,1.2378863660421298,1.102340655887139,0.8637307081613211,0.061973605003138185,0.12353127977135597
0.8,10,2039.5248122240705,2332,1.2368256236547759,1.102824591615425,0.8595523695416282,0.061920499943152636,0.17279559648565682
0.8,11,2040.81398623956,2333,1.2373559948484527,1.1004429149290842,0.863360643590558,0.061947052473145414,0.17286969408277758
0.8,12,2038.9766047597984,2332,1.2368256236547759,1.102824591615425,0.8629905790197947,0.061920499943152636,0.143996330404714
0.8,13,2039.3116359712667,2330,1.2357648812674218,1.10045146881621,0.8657133030906308,0.06207640635236697,0.17264740129141526
0.8,14,2040.830096115366,2333,1.2373559948484527,1.1004429149290842,0.863360643590558,0.062156333055824964,0.14405807840231466
0.8,15,2038.0460419797118,2331,1.2362952524610986,1.1037833078322121,0.8626205144490314,0.061893947413159865,0.14393458240711338
0.8,16,2040.830096115366,2333,1.2373559948484527,1.1004429149290842,0.863360643590558,0.062156333055824964,0.14405807840231466
0.8,17,2039.9085275924333,2334,1.2378863660421298,1.102340655887139,0.8637307081613211,0.06176563988567799,0.14411982639991533
0.8,18,2038.3890368544664,2331,1.2362952524610986,1.1023516822708215,0.8660848538644894,0.06168624960304859,0.17272149888853605
0.8,19,2039.9056036234203,2333,1.2373559948484527,1.1018683591194067,0.863360643590558,0.061947052473145414,0.14405807840231466
